Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YOR349W	cin1	YFL008W	smc1-259	0.251
YOR349W	cin1	YGR188C	bub1-supp1	0.227
YOR349W	cin1	YLR045C	stu2-11	0.383
YOR349W	cin1	YGL093W	spc105-15	0.224
YOR349W	cin1	YER013W	prp22-1	0.318
YOR349W	cin1	YMR117C	spc24-9	0.268
YOR349W	cin1	YHR191C	ctf8-9	0.205
YOR349W	cin1	YER133W	glc7-12	0.213
YDR232W	hem1-5003	YEL077C	yel077c	0.209
YDR232W	hem1-5003	YGL192W	ime4	0.214
YDR325W	ycg1-2	YGL093W	spc105-4	0.202
YDR325W	ycg1-2	YCR086W	csm1	0.452
YDR325W	ycg1-2	YPR141C	kar3	0.219
YDR325W	ycg1-2	YGL086W	mad1	0.212
YDR325W	ycg1-2	YBL097W	brn1-9	0.431
YDR325W	ycg1-2	YJL030W	mad2	0.221
YDR325W	ycg1-2	YBL097W	brn1-16	0.286
YDR325W	ycg1-2	YLR272C	ycs4-1	0.451
YDR325W	ycg1-2	YNL140C	ynl140c	0.241
YDR325W	ycg1-2	YDR439W	lrs4	0.442
YDR325W	ycg1-2	YGR188C	bub1-supp1	0.240
YDR325W	ycg1-2	YNL088W	top2-5002	0.255
YEL002C	wbp1-2	YLR459W	gab1-2	0.423
YEL002C	wbp1-2	YLR459W	gab1-3	0.419
YEL002C	wbp1-2	YOR002W	alg6	0.407
YEL002C	wbp1-2	YPL076W	gpi2-774	0.264
YEL002C	wbp1-2	YPL227C	alg5	0.405
YEL002C	wbp1-2	YMR214W	scj1	0.287
YEL002C	wbp1-2	YIR022W	sec11-2	0.382
YEL002C	wbp1-2	YHR101C	big1-5001	0.349
YEL002C	wbp1-2	YGL142C	gpi10-5001	0.246
YEL002C	wbp1-2	YGL027C	cwh41	0.295
YEL002C	wbp1-2	YJL034W	kar2-159	0.409
YEL002C	wbp1-2	YJL002C	ost1-6	0.418
YEL002C	wbp1-2	YMR238W	dfg5	0.214
YEL002C	wbp1-2	YGL047W	alg13-5001	0.212
YEL002C	wbp1-2	YMR307W	gas1	0.290
YEL002C	wbp1-2	YEL002C	wbp1-1	0.692
YEL002C	wbp1-2	YMR149W	swp1-5004	0.461
YEL002C	wbp1-2	YBL082C	alg3	0.382
YEL002C	wbp1-2	YOR103C	ost2-5001	0.337
YEL002C	wbp1-2	YOR336W	kre5-ts2	0.382
YEL002C	wbp1-2	YDR331W	gpi8-ts	0.386
YEL002C	wbp1-2	YBR229C	rot2	0.307
YEL002C	wbp1-2	YJL091C	gwt1-20	0.298
YEL002C	wbp1-2	YML055W	spc2	0.207
YEL002C	wbp1-2	YLR459W	gab1-1	0.405
YEL002C	wbp1-2	YFL025C	bst1	0.208
YEL002C	wbp1-2	YDR086C	sss1-5001	0.236
YEL002C	wbp1-2	YDR162C	nbp2	0.286
YEL002C	wbp1-2	YLR087C	csf1	0.369
YEL002C	wbp1-2	YML130C	ero1-1	0.228
YEL002C	wbp1-2	YMR149W	swp1-5002	0.264
YEL002C	wbp1-2	YOR067C	alg8	0.438
YEL002C	wbp1-2	YLR066W	spc3-4	0.271
YEL002C	wbp1-2	YOR149C	smp3-1	0.211
YEL002C	wbp1-2	YJR013W	gpi14-5007	0.242
YEL002C	wbp1-2	YDR302W	gpi11-5001-supp1	0.292
YEL002C	wbp1-2	YNL038W	gpi15-5001	0.205
YEL002C	wbp1-2	YDR434W	gpi17-5001	0.384
YEL002C	wbp1-2	YGL084C	gup1	0.343
YEL002C	wbp1-2	YGR227W	die2	0.403
YEL002C	wbp1-2	YLR088W	gaa1-ts	0.329
YEL002C	wbp1-2	YCL043C	pdi1-5001-supp1	0.275
YEL002C	wbp1-2	YLR324W	pex30	0.217
YEL002C	wbp1-2	YPL096C-A	eri1	0.210
YEL002C	wbp1-2	YBL020W	rft1-5028	0.338
YEL002C	wbp1-2	YJL062W	las21	0.354
YEL002C	wbp1-2	YDR389W	sac7	0.247
YEL002C	wbp1-2	YFL031W	hac1	0.285
YEL002C	wbp1-2	YHR188C	gpi16-5001	0.379
YEL002C	wbp1-2	YAL058W	cne1	0.313
YEL002C	wbp1-2	YFR042W	keg1-5002-supp1	0.371
YEL002C	wbp1-2	YNL322C	kre1	0.273
YEL002C	wbp1-2	YLL031C	gpi13-5	0.240
YKL095W	yju2-5001	YBR064W	ybr064w	0.235
YKL095W	yju2-5001	YKL074C	mud2	0.211
YKL095W	yju2-5001	YKL173W	snu114-40	0.253
YKL095W	yju2-5001	YLR016C	pml1	0.213
YKL095W	yju2-5001	YJR050W	isy1	0.244
YKL095W	yju2-5001	YDR416W	syf1-5001	0.295
YDR167W	taf10-5002	YOL135C	med7-141	0.240
YDR167W	taf10-5002	YDR145W	taf12-9	0.591
YDR167W	taf10-5002	YMR075W	rco1	0.282
YDR167W	taf10-5002	YGL127C	soh1	0.288
YDR167W	taf10-5002	YLR055C	spt8	0.230
YDR356W	spc110-220	YPL017C	irc15	0.217
YDR356W	spc110-220	YDR201W	spc19-5001	0.235
YDR356W	spc110-220	YPR046W	mcm16	0.215
YDR356W	spc110-220	YGR113W	dam1-1	0.230
YDR356W	spc110-220	YPR141C	kar3	0.347
YDR356W	spc110-220	YJR135C	mcm22	0.226
YDR356W	spc110-220	YDR254W	chl4	0.261
YDR356W	spc110-220	YLR381W	ctf3	0.213
YDR356W	spc110-220	YDR318W	mcm21	0.264
YDR356W	spc110-220	YPL018W	ctf19	0.271
YDR356W	spc110-220	YPL253C	vik1	0.232
YLR459W	gab1-2	YLR459W	gab1-3	0.604
YLR459W	gab1-2	YBL040C	erd2-5001	0.224
YLR459W	gab1-2	YOR002W	alg6	0.272
YLR459W	gab1-2	YPL076W	gpi2-774	0.340
YLR459W	gab1-2	YPL227C	alg5	0.332
YLR459W	gab1-2	YMR214W	scj1	0.310
YLR459W	gab1-2	YIR022W	sec11-2	0.254
YLR459W	gab1-2	YHR101C	big1-5001	0.233
YLR459W	gab1-2	YGL142C	gpi10-5001	0.392
YLR459W	gab1-2	YGL027C	cwh41	0.294
YLR459W	gab1-2	YJL034W	kar2-159	0.307
YLR459W	gab1-2	YJL002C	ost1-6	0.237
YLR459W	gab1-2	YDR437W	gpi19-5001	0.354
YLR459W	gab1-2	YMR307W	gas1	0.275
YLR459W	gab1-2	YEL002C	wbp1-1	0.378
YLR459W	gab1-2	YMR149W	swp1-5004	0.245
YLR459W	gab1-2	YBL082C	alg3	0.248
YLR459W	gab1-2	YOR336W	kre5-ts2	0.372
YLR459W	gab1-2	YGL226C-A	ost5	0.285
YLR459W	gab1-2	YDR331W	gpi8-ts	0.470
YLR459W	gab1-2	YBR229C	rot2	0.271
YLR459W	gab1-2	YJL091C	gwt1-20	0.397
YLR459W	gab1-2	YLR459W	gab1-1	0.659
YLR459W	gab1-2	YFL025C	bst1	0.262
YLR459W	gab1-2	YBL083C	ybl083c	0.286
YLR459W	gab1-2	YDR086C	sss1-5001	0.214
YLR459W	gab1-2	YDL145C	cop1-1	0.234
YLR459W	gab1-2	YLR087C	csf1	0.405
YLR459W	gab1-2	YOR067C	alg8	0.296
YLR459W	gab1-2	YOR149C	smp3-2	0.290
YLR459W	gab1-2	YLR066W	spc3-4	0.212
YLR459W	gab1-2	YOR149C	smp3-1	0.295
YLR459W	gab1-2	YJR013W	gpi14-5007	0.300
YLR459W	gab1-2	YDR302W	gpi11-5001-supp1	0.398
YLR459W	gab1-2	YNL038W	gpi15-5001	0.333
YLR459W	gab1-2	YDR434W	gpi17-5001	0.516
YLR459W	gab1-2	YGL084C	gup1	0.394
YLR459W	gab1-2	YGR227W	die2	0.269
YLR459W	gab1-2	YLR088W	gaa1-ts	0.437
YLR459W	gab1-2	YBR078W	ecm33	0.231
YLR459W	gab1-2	YPL096C-A	eri1	0.330
YLR459W	gab1-2	YBL020W	rft1-5028	0.231
YLR459W	gab1-2	YJL062W	las21	0.456
YLR459W	gab1-2	YLR242C	arv1-supp1	0.373
YLR459W	gab1-2	YFL031W	hac1	0.203
YLR459W	gab1-2	YDL232W	ost4-supp2	0.369
YLR459W	gab1-2	YHR188C	gpi16-5001	0.575
YLR459W	gab1-2	YCR044C	per1-supp1	0.366
YLR459W	gab1-2	YJR143C	pmt4	0.212
YLR459W	gab1-2	YAL058W	cne1	0.275
YLR459W	gab1-2	YFR042W	keg1-5002-supp1	0.253
YLR459W	gab1-2	YLL031C	gpi13-5	0.290
YLR459W	gab1-2	YDR331W	gpi8-5001	0.596
YJR110W	ymr1	YPR115W	rgc1	0.213
YBR065C	ecm2	YGR278W	cwc22-5001	0.216
YBR065C	ecm2	YOR159C	sme1-5002	0.210
YBR065C	ecm2	YAL032C	prp45-5002	0.337
YBR065C	ecm2	YBR188C	ntc20	0.262
YBR065C	ecm2	YJL031C	bet4-5007	0.207
YBR065C	ecm2	YJR050W	isy1	0.239
YBR065C	ecm2	YLR259C	hsp60-5005	0.213
YNR073C	man2	YER028C	mig3	0.223
YNR073C	man2	YNL151C	rpc31-5001	0.236
YNR073C	man2	YML081W	tda9	0.250
YML022W	apt1	YGR168C	pex35	0.297
YML022W	apt1	YNL097C-B	ynl097c-b	0.322
YML022W	apt1	YER028C	mig3	0.260
YML022W	apt1	YNL195C	ynl195c	0.288
YML022W	apt1	YHR086W-A	yhr086w-a	0.282
YML022W	apt1	YCL026C-B	hbn1	0.276
YEL077C	yel077c	YPL070W	muk1	0.297
YEL077C	yel077c	YER028C	mig3	0.203
YEL077C	yel077c	YKR045C	ykr045c	0.363
YEL077C	yel077c	YLR363C	nmd4	0.319
YEL077C	yel077c	YBL111C	ybl111c	0.361
YEL077C	yel077c	YNL151C	rpc31-5001	0.284
YLR459W	gab1-3	YBL040C	erd2-5001	0.234
YLR459W	gab1-3	YOR002W	alg6	0.330
YLR459W	gab1-3	YPL076W	gpi2-774	0.391
YLR459W	gab1-3	YPL227C	alg5	0.386
YLR459W	gab1-3	YMR214W	scj1	0.362
YLR459W	gab1-3	YIR022W	sec11-2	0.275
YLR459W	gab1-3	YHR101C	big1-5001	0.289
YLR459W	gab1-3	YGL142C	gpi10-5001	0.416
YLR459W	gab1-3	YGL027C	cwh41	0.357
YLR459W	gab1-3	YJL034W	kar2-159	0.300
YLR459W	gab1-3	YDR437W	gpi19-5001	0.359
YLR459W	gab1-3	YMR307W	gas1	0.287
YLR459W	gab1-3	YEL002C	wbp1-1	0.401
YLR459W	gab1-3	YMR149W	swp1-5004	0.266
YLR459W	gab1-3	YBL082C	alg3	0.293
YLR459W	gab1-3	YOR336W	kre5-ts2	0.451
YLR459W	gab1-3	YGL226C-A	ost5	0.219
YLR459W	gab1-3	YDR331W	gpi8-ts	0.447
YLR459W	gab1-3	YBR229C	rot2	0.369
YLR459W	gab1-3	YJL091C	gwt1-20	0.469
YLR459W	gab1-3	YBR002C	rer2-5008	0.222
YLR459W	gab1-3	YLR459W	gab1-1	0.674
YLR459W	gab1-3	YFL025C	bst1	0.375
YLR459W	gab1-3	YBL083C	ybl083c	0.329
YLR459W	gab1-3	YDR162C	nbp2	0.202
YLR459W	gab1-3	YLR087C	csf1	0.400
YLR459W	gab1-3	YOR067C	alg8	0.332
YLR459W	gab1-3	YOR149C	smp3-2	0.426
YLR459W	gab1-3	YOR149C	smp3-1	0.327
YLR459W	gab1-3	YJR013W	gpi14-5007	0.413
YLR459W	gab1-3	YDR302W	gpi11-5001-supp1	0.378
YLR459W	gab1-3	YNL038W	gpi15-5001	0.398
YLR459W	gab1-3	YDR434W	gpi17-5001	0.511
YLR459W	gab1-3	YGL084C	gup1	0.417
YLR459W	gab1-3	YGR227W	die2	0.293
YLR459W	gab1-3	YLR088W	gaa1-ts	0.549
YLR459W	gab1-3	YCL043C	pdi1-5001-supp1	0.218
YLR459W	gab1-3	YPL096C-A	eri1	0.397
YLR459W	gab1-3	YBL020W	rft1-5028	0.291
YLR459W	gab1-3	YJL062W	las21	0.514
YLR459W	gab1-3	YLR242C	arv1-supp1	0.456
YLR459W	gab1-3	YDR389W	sac7	0.213
YLR459W	gab1-3	YFL031W	hac1	0.223
YLR459W	gab1-3	YDL232W	ost4-supp2	0.270
YLR459W	gab1-3	YHR188C	gpi16-5001	0.574
YLR459W	gab1-3	YCR044C	per1-supp1	0.422
YLR459W	gab1-3	YJR143C	pmt4	0.209
YLR459W	gab1-3	YAL058W	cne1	0.348
YLR459W	gab1-3	YFR042W	keg1-5002-supp1	0.316
YLR459W	gab1-3	YLL031C	gpi13-5	0.309
YLR459W	gab1-3	YDR331W	gpi8-5001	0.561
YDR246W	trs23-5001	YIL004C	bet1-1	0.206
YDR246W	trs23-5001	YPL051W	arl3	0.356
YDR246W	trs23-5001	YJL004C	sys1	0.358
YDR246W	trs23-5001	YFL025C	bst1	0.201
YDR246W	trs23-5001	YFL038C	ypt1-3	0.402
YDR246W	trs23-5001	YDL145C	cop1-1	0.325
YDR246W	trs23-5001	YDR162C	nbp2	0.238
YDR246W	trs23-5001	YLR087C	csf1	0.210
YDR246W	trs23-5001	YGL054C	erv14	0.417
YDR246W	trs23-5001	YNL041C	cog6	0.410
YDR246W	trs23-5001	YDR302W	gpi11-5001-supp1	0.267
YDR246W	trs23-5001	YGR172C	yip1-4	0.302
YDR246W	trs23-5001	YPL096C-A	eri1	0.243
YDR246W	trs23-5001	YLR242C	arv1-supp1	0.219
YDR246W	trs23-5001	YDR389W	sac7	0.244
YDR246W	trs23-5001	YHR188C	gpi16-5001	0.228
YDR246W	trs23-5001	YCR044C	per1-supp1	0.232
YDR046C	bap3	YOR321W	pmt3	0.202
YDR046C	bap3	YJL116C	nca3	0.311
YDR046C	bap3	YDR161W	acl4-supp1	0.291
YDR046C	bap3	YLL032C	yll032c	0.297
YDR046C	bap3	YNL057W	ynl057w	0.339
YLR152C	ylr152c	YJR113C	rsm7	0.207
YDR211W	gcd6-5003	YDR232W	hem1-5004	0.324
YDR211W	gcd6-5003	YGR198W	ypp1-5012	0.317
YDR211W	gcd6-5003	YLR153C	acs2-5002	0.230
YOR321W	pmt3	YJL116C	nca3	0.291
YOR321W	pmt3	YDR161W	acl4-supp1	0.222
YOR321W	pmt3	YNL057W	ynl057w	0.332
YDL028C	mps1-3796	YPL017C	irc15	0.341
YDL028C	mps1-3796	YIR010W	dsn1-7	0.212
YDL028C	mps1-3796	YBR156C	sli15-3	0.449
YDL028C	mps1-3796	YGL093W	spc105-4	0.295
YDL028C	mps1-3796	YDL003W	mcd1-73	0.254
YDL028C	mps1-3796	YER007W	pac2	0.243
YDL028C	mps1-3796	YPL124W	spc29-3	0.215
YDL028C	mps1-3796	YPL241C	cin2	0.303
YDL028C	mps1-3796	YNR016C	acc1-5007-supp1	0.234
YDL028C	mps1-3796	YER016W	bim1	0.446
YDL028C	mps1-3796	YBL034C	stu1-8	0.326
YDL028C	mps1-3796	YPR046W	mcm16	0.339
YDL028C	mps1-3796	YBL034C	stu1-12	0.404
YDL028C	mps1-3796	YER147C	scc4-4	0.241
YDL028C	mps1-3796	YGR113W	dam1-1	0.454
YDL028C	mps1-3796	YBR107C	iml3	0.260
YDL028C	mps1-3796	YHR191C	ctf8	0.245
YDL028C	mps1-3796	YPR141C	kar3	0.284
YDL028C	mps1-3796	YJL074C	smc3-1	0.376
YDL028C	mps1-3796	YLR045C	stu2-12	0.229
YDL028C	mps1-3796	YNR016C	acc1-5009-supp1	0.253
YDL028C	mps1-3796	YGL086W	mad1	0.413
YDL028C	mps1-3796	YBL034C	stu1-6	0.332
YDL028C	mps1-3796	YJR135C	mcm22	0.320
YDL028C	mps1-3796	YFL008W	smc1-2	0.270
YDL028C	mps1-3796	YJL030W	mad2	0.448
YDL028C	mps1-3796	YJL013C	mad3	0.291
YDL028C	mps1-3796	YDR254W	chl4	0.369
YDL028C	mps1-3796	YDR180W	scc2-4	0.292
YDL028C	mps1-3796	YDR014W	rad61	0.293
YDL028C	mps1-3796	YPL008W	chl1	0.268
YDL028C	mps1-3796	YLR381W	ctf3	0.337
YDL028C	mps1-3796	YMR138W	cin4	0.203
YDL028C	mps1-3796	YDR318W	mcm21	0.392
YDL028C	mps1-3796	YEL061C	cin8	0.327
YDL028C	mps1-3796	YML124C	tub3	0.295
YDL028C	mps1-3796	YPL018W	ctf19	0.360
YDL028C	mps1-3796	YPL253C	vik1	0.464
YDL028C	mps1-3796	YFL008W	smc1-259	0.332
YDL028C	mps1-3796	YGR188C	bub1-supp1	0.327
YDL028C	mps1-3796	YLR045C	stu2-11	0.215
YDL028C	mps1-3796	YGL093W	spc105-15	0.294
YDL028C	mps1-3796	YDR113C	pds1-128	0.322
YDL028C	mps1-3796	YDL028C	mps1-417	0.360
YLR239C	lip2	YHR067W	htd2	0.405
YLR239C	lip2	YJL046W	aim22	0.499
YLR239C	lip2	YBR026C	etr1	0.355
YLR239C	lip2	YOR196C	lip5	0.455
YLR239C	lip2	YER061C	cem1	0.411
YLR239C	lip2	YDR148C	kgd2	0.228
YLR239C	lip2	YFL018C	lpd1	0.475
YLR239C	lip2	YFL018C	lpd1-supp1	0.395
YLR239C	lip2	YOR221C	mct1	0.386
YEL005C	vab2	YHR151C	mtc6	0.260
YEL005C	vab2	YER007W	pac2	0.255
YEL005C	vab2	YPL241C	cin2	0.283
YEL005C	vab2	YDL029W	arp2-14	0.475
YLL027W	isa1	YOR042W	cue5	0.257
YPL017C	irc15	YIR010W	dsn1-7	0.356
YPL017C	irc15	YBR156C	sli15-3	0.259
YPL017C	irc15	YGL093W	spc105-4	0.385
YPL017C	irc15	YLR045C	stu2-13	0.248
YPL017C	irc15	YDL003W	mcd1-73	0.235
YPL017C	irc15	YER007W	pac2	0.205
YPL017C	irc15	YPL241C	cin2	0.216
YPL017C	irc15	YMR078C	ctf18	0.237
YPL017C	irc15	YDR201W	spc19-5001	0.337
YPL017C	irc15	YER016W	bim1	0.353
YPL017C	irc15	YBL034C	stu1-8	0.306
YPL017C	irc15	YDR016C	dad1-5005	0.200
YPL017C	irc15	YPR046W	mcm16	0.530
YPL017C	irc15	YBL034C	stu1-12	0.277
YPL017C	irc15	YER147C	scc4-4	0.263
YPL017C	irc15	YGR113W	dam1-1	0.377
YPL017C	irc15	YBR107C	iml3	0.532
YPL017C	irc15	YHR191C	ctf8	0.308
YPL017C	irc15	YPR141C	kar3	0.247
YPL017C	irc15	YER147C	scc4-5001	0.323
YPL017C	irc15	YJL074C	smc3-1	0.325
YPL017C	irc15	YLR045C	stu2-12	0.349
YPL017C	irc15	YIL144W	tid3-1	0.275
YPL017C	irc15	YMR198W	cik1	0.234
YPL017C	irc15	YNR016C	acc1-5009-supp1	0.200
YPL017C	irc15	YGL086W	mad1	0.371
YPL017C	irc15	YKL052C	ask1-3	0.209
YPL017C	irc15	YBL034C	stu1-6	0.303
YPL017C	irc15	YJR135C	mcm22	0.551
YPL017C	irc15	YFL008W	smc1-2	0.260
YPL017C	irc15	YJL030W	mad2	0.283
YPL017C	irc15	YJL013C	mad3	0.213
YPL017C	irc15	YDR254W	chl4	0.642
YPL017C	irc15	YDR180W	scc2-4	0.284
YPL017C	irc15	YDR014W	rad61	0.241
YPL017C	irc15	YPL008W	chl1	0.267
YPL017C	irc15	YLR381W	ctf3	0.562
YPL017C	irc15	YDR318W	mcm21	0.599
YPL017C	irc15	YEL061C	cin8	0.257
YPL017C	irc15	YPL018W	ctf19	0.610
YPL017C	irc15	YPL253C	vik1	0.348
YPL017C	irc15	YFL008W	smc1-259	0.330
YPL017C	irc15	YGR188C	bub1-supp1	0.206
YPL017C	irc15	YLR045C	stu2-11	0.264
YPL017C	irc15	YGL093W	spc105-15	0.360
YPL017C	irc15	YDR113C	pds1-128	0.243
YPL017C	irc15	YDL028C	mps1-417	0.218
YPL017C	irc15	YMR117C	spc24-9	0.339
YIR010W	dsn1-7	YGL093W	spc105-4	0.489
YIR010W	dsn1-7	YPL241C	cin2	0.214
YIR010W	dsn1-7	YNR016C	acc1-5007-supp1	0.260
YIR010W	dsn1-7	YDR201W	spc19-5001	0.303
YIR010W	dsn1-7	YER016W	bim1	0.350
YIR010W	dsn1-7	YPR046W	mcm16	0.304
YIR010W	dsn1-7	YGR113W	dam1-1	0.325
YIR010W	dsn1-7	YBR107C	iml3	0.292
YIR010W	dsn1-7	YPR141C	kar3	0.323
YIR010W	dsn1-7	YJL074C	smc3-1	0.255
YIR010W	dsn1-7	YLR045C	stu2-12	0.246
YIR010W	dsn1-7	YIL144W	tid3-1	0.349
YIR010W	dsn1-7	YMR198W	cik1	0.205
YIR010W	dsn1-7	YNR016C	acc1-5009-supp1	0.299
YIR010W	dsn1-7	YGL086W	mad1	0.473
YIR010W	dsn1-7	YKL052C	ask1-3	0.213
YIR010W	dsn1-7	YBL034C	stu1-6	0.277
YIR010W	dsn1-7	YJR135C	mcm22	0.284
YIR010W	dsn1-7	YFL008W	smc1-2	0.210
YIR010W	dsn1-7	YJL030W	mad2	0.521
YIR010W	dsn1-7	YJL013C	mad3	0.257
YIR010W	dsn1-7	YDR254W	chl4	0.360
YIR010W	dsn1-7	YDR180W	scc2-4	0.212
YIR010W	dsn1-7	YLR381W	ctf3	0.302
YIR010W	dsn1-7	YDR318W	mcm21	0.362
YIR010W	dsn1-7	YML124C	tub3	0.204
YIR010W	dsn1-7	YPL018W	ctf19	0.348
YIR010W	dsn1-7	YPL253C	vik1	0.256
YIR010W	dsn1-7	YFL008W	smc1-259	0.201
YIR010W	dsn1-7	YGR188C	bub1-supp1	0.309
YIR010W	dsn1-7	YLR045C	stu2-11	0.202
YIR010W	dsn1-7	YGL093W	spc105-15	0.572
YIR010W	dsn1-7	YDR113C	pds1-128	0.223
YIR010W	dsn1-7	YMR117C	spc24-9	0.489
YBR095C	rxt2	YPL139C	ume1	0.487
YBR095C	rxt2	YNL097C	pho23	0.613
YBR095C	rxt2	YPL181W	cti6	0.439
YBR095C	rxt2	YPL055C	lge1	0.208
YBR095C	rxt2	YPL182C	ypl182c	0.385
YBL040C	erd2-5001	YOR002W	alg6	0.271
YBL040C	erd2-5001	YNR030W	alg12	0.245
YBL040C	erd2-5001	YPL227C	alg5	0.445
YBL040C	erd2-5001	YMR214W	scj1	0.408
YBL040C	erd2-5001	YGL027C	cwh41	0.263
YBL040C	erd2-5001	YJL034W	kar2-159	0.338
YBL040C	erd2-5001	YJL002C	ost1-6	0.224
YBL040C	erd2-5001	YJR117W	ste24	0.303
YBL040C	erd2-5001	YBL082C	alg3	0.292
YBL040C	erd2-5001	YOR103C	ost2-5001	0.276
YBL040C	erd2-5001	YOR336W	kre5-ts2	0.240
YBL040C	erd2-5001	YGL226C-A	ost5	0.231
YBL040C	erd2-5001	YBR229C	rot2	0.255
YBL040C	erd2-5001	YML055W	spc2	0.328
YBL040C	erd2-5001	YLR459W	gab1-1	0.276
YBL040C	erd2-5001	YFL025C	bst1	0.202
YBL040C	erd2-5001	YBL083C	ybl083c	0.332
YBL040C	erd2-5001	YLR087C	csf1	0.203
YBL040C	erd2-5001	YML130C	ero1-1	0.203
YBL040C	erd2-5001	YOR067C	alg8	0.303
YBL040C	erd2-5001	YLR066W	spc3-4	0.209
YBL040C	erd2-5001	YDR434W	gpi17-5001	0.212
YBL040C	erd2-5001	YGL084C	gup1	0.205
YBL040C	erd2-5001	YGR227W	die2	0.394
YBL040C	erd2-5001	YJL062W	las21	0.244
YBL040C	erd2-5001	YLR242C	arv1-supp1	0.221
YBL040C	erd2-5001	YDL232W	ost4-supp2	0.328
YBL040C	erd2-5001	YHR188C	gpi16-5001	0.203
YBL040C	erd2-5001	YAL058W	cne1	0.238
YBL040C	erd2-5001	YDR331W	gpi8-5001	0.218
YOR002W	alg6	YNR030W	alg12	0.317
YOR002W	alg6	YPL076W	gpi2-774	0.222
YOR002W	alg6	YDL095W	pmt1	0.223
YOR002W	alg6	YPL227C	alg5	0.470
YOR002W	alg6	YMR214W	scj1	0.319
YOR002W	alg6	YIR022W	sec11-2	0.217
YOR002W	alg6	YHR101C	big1-5001	0.240
YOR002W	alg6	YGL142C	gpi10-5001	0.276
YOR002W	alg6	YNL219C	alg9	0.228
YOR002W	alg6	YGL027C	cwh41	0.297
YOR002W	alg6	YJL034W	kar2-159	0.276
YOR002W	alg6	YJL002C	ost1-6	0.274
YOR002W	alg6	YGL047W	alg13-5001	0.250
YOR002W	alg6	YEL002C	wbp1-1	0.355
YOR002W	alg6	YMR149W	swp1-5004	0.296
YOR002W	alg6	YBL082C	alg3	0.445
YOR002W	alg6	YOR103C	ost2-5001	0.224
YOR002W	alg6	YOR336W	kre5-ts2	0.295
YOR002W	alg6	YGL226C-A	ost5	0.224
YOR002W	alg6	YDR331W	gpi8-ts	0.224
YOR002W	alg6	YBR229C	rot2	0.296
YOR002W	alg6	YJL091C	gwt1-20	0.244
YOR002W	alg6	YML055W	spc2	0.216
YOR002W	alg6	YLR459W	gab1-1	0.341
YOR002W	alg6	YBL083C	ybl083c	0.375
YOR002W	alg6	YDR086C	sss1-5001	0.266
YOR002W	alg6	YLR087C	csf1	0.303
YOR002W	alg6	YOR067C	alg8	0.583
YOR002W	alg6	YOR149C	smp3-2	0.299
YOR002W	alg6	YLR066W	spc3-4	0.268
YOR002W	alg6	YJR013W	gpi14-5007	0.229
YOR002W	alg6	YDR302W	gpi11-5001-supp1	0.248
YOR002W	alg6	YNL038W	gpi15-5001	0.212
YOR002W	alg6	YDR434W	gpi17-5001	0.285
YOR002W	alg6	YGL084C	gup1	0.244
YOR002W	alg6	YGR227W	die2	0.441
YOR002W	alg6	YLR088W	gaa1-ts	0.311
YOR002W	alg6	YPL096C-A	eri1	0.285
YOR002W	alg6	YBL020W	rft1-5028	0.213
YOR002W	alg6	YJL062W	las21	0.389
YOR002W	alg6	YLR242C	arv1-supp1	0.233
YOR002W	alg6	YFL031W	hac1	0.232
YOR002W	alg6	YHR188C	gpi16-5001	0.335
YOR002W	alg6	YJR143C	pmt4	0.281
YOR002W	alg6	YAL058W	cne1	0.248
YOR002W	alg6	YBR002C	rer2-5001	0.215
YOR002W	alg6	YFR042W	keg1-5002-supp1	0.220
YOR002W	alg6	YDR331W	gpi8-5001	0.242
YGR168C	pex35	YCR088W	abp1	0.527
YGR168C	pex35	YPR102C	rpl11a	0.502
YGR168C	pex35	YNL097C-B	ynl097c-b	0.672
YGR168C	pex35	YIL095W	prk1	0.283
YGR168C	pex35	YER028C	mig3	0.353
YGR168C	pex35	YNL195C	ynl195c	0.638
YGR168C	pex35	YOR052C	tmc1	0.388
YGR168C	pex35	YHR086W-A	yhr086w-a	0.739
YGR168C	pex35	YCL026C-B	hbn1	0.591
YNR030W	alg12	YPL227C	alg5	0.270
YNR030W	alg12	YMR214W	scj1	0.217
YNR030W	alg12	YNL219C	alg9	0.275
YNR030W	alg12	YJL002C	ost1-6	0.211
YNR030W	alg12	YBL082C	alg3	0.355
YNR030W	alg12	YML055W	spc2	0.239
YNR030W	alg12	YBL083C	ybl083c	0.354
YNR030W	alg12	YOR067C	alg8	0.303
YNR030W	alg12	YLR066W	spc3-4	0.246
YNR030W	alg12	YGR227W	die2	0.354
YLR323C	cwc24-5004	YBL074C	aar2-5001	0.214
YLR323C	cwc24-5004	YGL174W	bud13	0.289
YLR323C	cwc24-5004	YPR152C	urn1	0.205
YLR323C	cwc24-5004	YGR278W	cwc22-5001	0.204
YLR323C	cwc24-5004	YMR213W	cef1-13	0.201
YLR323C	cwc24-5004	YKL173W	snu114-60	0.285
YLR323C	cwc24-5004	YAL032C	prp45-5002	0.252
YLR323C	cwc24-5004	YLR117C	clf1-1	0.306
YLR323C	cwc24-5004	YIR005W	ist3	0.283
YLR323C	cwc24-5004	YDR243C	prp28-101	0.223
YLR323C	cwc24-5004	YOR308C	snu66	0.271
YLR323C	cwc24-5004	YJL031C	bet4-5007	0.223
