Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Gene_Interaction_Hubs_BioGRID_2018	PBP4	8/89	0.0031560383794531	0.0081170718937276	0.438060461935742	0.9999969718970356	-0.5318089336263313	3.0623886207180258	MET12;PET127;STP2;RMD9;SRB2;YCL001W-B;YGL036W;YGR210C
Gene_Interaction_Hubs_BioGRID_2018	CDC40	11/143	0.0020567650306251	0.0057569114291615	0.6057126278111049	0.9999969718970356	-0.4935341116882167	3.053308452203662	ISY1;RSC9;MUD2;VPS71;BRE2;SWC3;TIF3;TGS1;SYF1;SGF29;PMU1
Gene_Interaction_Hubs_BioGRID_2018	YFR045W	8/87	0.0027385690404003	0.0073046912105839	0.4148183139510943	0.9999969718970356	-0.5167623313458438	3.049062986094217	TDA6;HAL5;YEL043W;OTU2;SRB2;SGF29;OPI3;VPS17
Gene_Interaction_Hubs_BioGRID_2018	DBP1	8/85	0.0023655016770249	0.0065018532937065	0.3915372566934914	0.9999969718970356	-0.5040321565189203	3.047764080504712	ARE1;AIM11;TGS1;GDH2;YMR114C;NUP120;VAM10;TAT2
Gene_Interaction_Hubs_BioGRID_2018	SEC23	23/416	0.0013100070513903	0.0039629710266526	0.9775118157751423	0.9999969718970356	-0.4539273052453078	3.013043604977764	RRP6;CDS1;ACT1;ICL2;KAP122;COG6;ASK1;NPR2;RRD2;RAT1;JJJ2;SEY1;OCA5;YOR114W;NUP192;YPL245W;PER1;MUD2;TGS1;SCS3;YJL045W;YHR097C;VAM10
Gene_Interaction_Hubs_BioGRID_2018	CKI1	9/104	0.0023161988475846	0.0063840230736552	0.4700888329816096	0.9999969718970356	-0.4963638158231562	3.011850192710253	CET1;ASK10;ORC6;DAT1;TGS1;YCK1;GCS1;OPI3;QRI1
Gene_Interaction_Hubs_BioGRID_2018	RIX1	11/139	0.0016410577574268	0.0047751893249466	0.5697968612998437	0.9999969718970356	-0.468172053351518	3.0021131562000902	PSP2;ACT1;RGR1;KAP122;AIM11;VPS5;SET3;YJL163C;MFM1;RAT1;YGL036W
Gene_Interaction_Hubs_BioGRID_2018	COS111	9/99	0.0016462518966884	0.0047832897349609	0.415728238151384	0.9999969718970356	-0.4680396713265618	2.999785207115926	YLR156C-A;SSN3;ORC6;RGC1;SBP1;YBR056W;VAM10;ROD1;EAP1
Gene_Interaction_Hubs_BioGRID_2018	MAK10	7/63	0.0016893301342405	0.0048834313931542	0.2655407847105634	0.9999969718970356	-0.4682734764984718	2.989187773307315	TOF1;AIM44;COG6;NVJ2;GCS1;VAM10;OCA5
Gene_Interaction_Hubs_BioGRID_2018	ECM1	9/102	0.0020262168288415	0.0056947068495461	0.4484218035397204	0.9999969718970356	-0.480637751571319	2.9807158012521864	NUP82;ADF1;POM152;ASK10;UGA2;ASK1;NUP120;THI2;OCA5
Gene_Interaction_Hubs_BioGRID_2018	YIA6	10/128	0.0028885590422535	0.0076025801317667	0.5863051917823173	0.9999969718970356	-0.5090767561133559	2.976570521574124	CTF13;GIS4;ASK10;RGR1;MUD2;YML020W;YDL180W;ASK1;POL5;DIG1
Gene_Interaction_Hubs_BioGRID_2018	IKI1	12/166	0.0022209533169527	0.0061557009182859	0.6863949289144853	0.9999969718970356	-0.4858676082300714	2.968563024347413	ACT1;VPS71;AIM44;STP2;BEM4;IES1;YPR174C;SRB2;YCK1;TCD1;OPI3;MTC6
Gene_Interaction_Hubs_BioGRID_2018	ICY2	13/181	0.0015702263016406	0.0046147360665716	0.6988494315769763	0.9999969718970356	-0.4576935342868928	2.9551145654422344	ESC8;TFC3;YOR019W;NUP120;YPR153W;OCA5;YOR114W;YLL054C;YBR238C;ADF1;VPS64;YNL217W;FUB1
Gene_Interaction_Hubs_BioGRID_2018	ORC4	19/311	0.0010773569016489	0.0033722630462498	0.910033412075726	0.9999969718970356	-0.4322946593262108	2.953975125137569	TOF1;SKI8;KIP3;MMS4;ASK1;PUS1;SMA2;YBR238C;REC107;PER1;RSC9;PTC6;ORC6;RAD24;SUB1;IDS2;SIP5;SAE2;VPS17
Gene_Interaction_Hubs_BioGRID_2018	ELO2	25/473	0.0015390228569955	0.0045348045429956	0.9906540385622918	0.9999969718970356	-0.4558804764642255	2.9525589459714814	YBR090C;NRT1;HSV2;MRS1;YKL222C;OCA5;SEN2;DPL1;MET1;AIM44;YHR112C;CCW12;VHS3;YGL036W;VPS17;YJL133C-A;CBP1;ACT1;PHO8;AME1;NDE2;FPS1;RAT1;RSC9;DAL1
Gene_Interaction_Hubs_BioGRID_2018	AZF1	12/160	0.0016294484761478	0.004760156239681	0.6396705420925296	0.9999969718970356	-0.4588346894972819	2.9454955659078688	CET1;PSP2;ACT1;YJL206C;CSE2;SSN3;ORC6;TGS1;MRS1;SAN1;RIM101;OCA5
Gene_Interaction_Hubs_BioGRID_2018	BET2	20/351	0.0018602358752509	0.0053002700566195	0.957228793998662	0.9999969718970356	-0.4665727606945389	2.93336720110649	RRP6;ACT1;ARF1;BRE2;COG6;AME1;YGP1;YRF1-1;SGF29;YBR238C;GPI1;RGR1;VPS71;PTC6;SWC3;ADE16;SUB1;SET3;IES1;MAG2
Gene_Interaction_Hubs_BioGRID_2018	PDR8	9/110	0.0033882004557087	0.0085818555256591	0.533831211465905	0.9999969718970356	-0.5155059845684157	2.93191777898306	VPS71;BAT2;AIM11;SPT8;CCZ1;IES1;YHR045W;YGR237C;EAP1
Gene_Interaction_Hubs_BioGRID_2018	UTP30	8/86	0.0025466969597225	0.0069089817041277	0.4031776788959415	0.9999969718970356	-0.4892298392052392	2.9221493158543623	NCR1;CET1;UTP7;ASK10;WHI2;FYV7;PAC11;SET3
Gene_Interaction_Hubs_BioGRID_2018	TAP42	21/375	0.0017893479077234	0.0051388725367253	0.9678696829496504	0.9999969718970356	-0.4613305860666563	2.9183330102688343	CET1;TOF1;ACT1;ARF1;RTS1;AME1;YGP1;RRD2;YDL211C;FPS1;SRB2;ERG27;MTC2;VPS5;CHK1;TGS1;IES1;MMS1;YEL076C;SAE2;VPS17
Gene_Interaction_Hubs_BioGRID_2018	PSR2	7/69	0.0028604872910359	0.0075487194535382	0.338329636208261	0.9999969718970356	-0.4977540025050794	2.915227367919924	YBR238C;ACT1;CSE2;AIM11;SRB2;YOR114W;GCR2
Gene_Interaction_Hubs_BioGRID_2018	MET28	11/146	0.0024216216904498	0.0066331376738408	0.631693189539664	0.9999969718970356	-0.481026795154818	2.897377278324446	YLR156C-A;ACT1;CSE2;WHI3;CHK1;HSV2;SET3;CCZ1;SGF29;OCA5;FUB1
Gene_Interaction_Hubs_BioGRID_2018	HIR1	25/482	0.0019851657664056	0.0056079166739245	0.9931049160058402	0.9999969718970356	-0.4642333854301668	2.8884846629687044	RRP6;PUT4;ERG27;HXT3;YPL245W;YGL036W;GCR2;CET1;SPT21;ACT1;CCT2;CSE2;ALG8;SSN3;YAR028W;PHO91;RKM5;SPT8;SRB2;RAT1;RGR1;YDR132C;YJL045W;IES1;SEG2
Gene_Interaction_Hubs_BioGRID_2018	POP8	9/106	0.0026382312399422	0.0070931767786558	0.4915828479633513	0.9999969718970356	-0.4856870156078928	2.883837842917298	RRP6;ISY1;SKI8;MUD2;VPS71;PUS1;TGS1;SET3;NUP120
Gene_Interaction_Hubs_BioGRID_2018	RAD61	12/163	0.0019064545997618	0.0054125309774355	0.6634810966638495	0.9999969718970356	-0.4603624099610218	2.883024192481151	TOF1;ACT1;ASK10;ORC6;IRC15;SYF1;MDM20;HLJ1;RAT1;YLR415C;NDT80;SMA2
Gene_Interaction_Hubs_BioGRID_2018	ELF1	20/359	0.0024157937243394	0.0066217439861211	0.9666312950597336	0.9999969718970356	-0.4764188757619713	2.8707702647676623	ACT1;CSE2;COG6;YMR279C;MRS1;RPL13A;RAT1;YCL001W-B;NUP192;POL5;YKR005C;ORC6;YER156C;CIN1;SPP381;IES1;ISC1;VAM10;YDR249C;VPS17
Gene_Interaction_Hubs_BioGRID_2018	PHO90	7/70	0.0031045237692109	0.0080693220956111	0.3507567711320973	0.9999969718970356	-0.4949022825401715	2.8580086925882173	PER1;ACT1;ASK10;YNL095C;YPR078C;PHO91;OPI3
Gene_Interaction_Hubs_BioGRID_2018	COX8	12/169	0.0025766180679562	0.0069616045689028	0.7083686214350638	0.9999969718970356	-0.4784844689294247	2.852378730455094	YBR238C;PUT4;YPT31;RTS3;PHO91;SUB1;BCK2;PAC11;YHR045W;SRB2;YHR177W;YPR097W
Gene_Interaction_Hubs_BioGRID_2018	PDR10	8/83	0.0020334864057501	0.005699793463575	0.3682981284523735	0.9999969718970356	-0.4593211708128977	2.8468742324928598	VPS71;YPR078C;IPT1;SUB1;TGS1;YHR210C;SPT8;YJL163C
Gene_Interaction_Hubs_BioGRID_2018	ENV9	12/164	0.0020069443040581	0.0056654067872025	0.6712210454974187	0.9999969718970356	-0.4570580187655128	2.8388522386899284	CDS1;ACT1;BRE2;WHI2;ROY1;YJL043W;YHR210C;EMC3;RIM101;VHS3;ERG27;OPI3
Gene_Interaction_Hubs_BioGRID_2018	FAP1	7/66	0.0022157297410649	0.0061455145648405	0.3014705884281307	0.9999969718970356	-0.4635473422734883	2.833281770100039	CET1;ASK10;BAT2;ARE1;YJL045W;MDM20;RAT1
Gene_Interaction_Hubs_BioGRID_2018	RPB10	22/386	0.0011246138422248	0.003489908006091	0.9640060394092008	0.9999969718970356	-0.4167450303250274	2.829830261303901	CDS1;ACT1;BRE2;COG6;YKL075C;DCW1;PEX30;YHR033W;AUS1;NUP192;QRI1;YBR238C;PER1;VPS71;PTC6;NVJ2;SDS24;YHR112C;SYF1;YCK1;YGL036W;FRE8
Gene_Interaction_Hubs_BioGRID_2018	EMP65	9/106	0.0026382312399422	0.0070931767786558	0.4915828479633513	0.9999969718970356	-0.4749978035527285	2.8203690796087533	YNL234W;PER1;VPS71;SWC3;YHR112C;HLJ1;GCR2;SIL1;BSC2
Gene_Interaction_Hubs_BioGRID_2018	YIL092W	6/54	0.0035826358362295	0.0089807294250784	0.2889396723191848	0.9999969718970356	-0.5007876434326782	2.8202639784324184	YBR238C;RGR1;CHK1;BEM4;HCS1;SGF29
Gene_Interaction_Hubs_BioGRID_2018	IPT1	14/215	0.0026418512087772	0.0070931767786558	0.8196305234963239	0.9999969718970356	-0.4731073757701536	2.8084956726123025	SKI8;ACT1;ARE1;TSR3;SGF29;NCR1;ADF1;AIM44;YER156C;ISC1;VAM10;SIP5;VPS17;BSC2
Gene_Interaction_Hubs_BioGRID_2018	RTG3	22/411	0.0024653195799736	0.0067296103252512	0.9836728654093592	0.9999969718970356	-0.4675527991242756	2.8078573985012847	PUT4;TOF1;ACT1;HKR1;ZRG8;HAL5;COG6;RTS3;NPR1;UBC8;IDH1;NPR2;PRR2;RRD2;USA1;SRB2;RIM101;RCK1;VPS71;SHU1;GCR2;YNL217W
Gene_Interaction_Hubs_BioGRID_2018	MIP1	11/149	0.0028371723113991	0.0075156816079318	0.6567670158130569	0.9999969718970356	-0.4772941162870871	2.799304880536459	SWC3;SGT2;RAD24;UBC8;RTS1;GPD1;SPT8;CYC3;MDM31;ISC1;YIL077C
Gene_Interaction_Hubs_BioGRID_2018	THI72	6/55	0.0039296839660651	0.0096351724521094	0.3022318545558808	0.9999969718970356	-0.503953470285727	2.7914971839155247	ASK10;YPR003C;ROY1;NRT1;NUP120;SMA2
Gene_Interaction_Hubs_BioGRID_2018	MMR1	21/368	0.0014222198545815	0.0042442034607776	0.9601656407165426	0.9999969718970356	-0.4236523819183312	2.7772685894896543	PSP2;ACT1;GIS4;SHE4;PHO91;YEL043W;CCZ1;SRB2;MDM20;MDM31;PRM7;YBR056W;YHR177W;OPI3;NUP82;YPP1;RSC9;YGR130C;EMC1;BUB2;EAP1
Gene_Interaction_Hubs_BioGRID_2018	GAS4	6/57	0.0046975892927068	0.0110939175402058	0.3291271389114386	0.9999969718970356	-0.5157434207367478	2.764748756292457	GPI1;TOF1;CHK1;YPR078C;PET309;YDL124W
Gene_Interaction_Hubs_BioGRID_2018	NHX1	16/260	0.0024089339227069	0.0066075043118341	0.8865968584957485	0.9999969718970356	-0.4584220282271223	2.7636297382874173	SUR7;CDS1;ACT1;ALG8;COG6;IPT1;ASK1;NPR2;RIM101;HLJ1;OPI3;GPI1;AIM44;CCW12;BCK2;VPS55
Gene_Interaction_Hubs_BioGRID_2018	SEN1	22/393	0.0014139493873163	0.0042322512204061	0.9709428898248852	0.9999969718970356	-0.4208169686941829	2.7611352052332148	RRP6;CDS1;TOF1;ACT1;YCR023C;COG6;SRB2;TRM11;RAT1;SGF29;YHL042W;SEY1;OCA5;POL5;PER1;RSC9;RRT15;ORC6;SGT2;BCK2;SAN1;MMS1
Gene_Interaction_Hubs_BioGRID_2018	NGG1	10/124	0.0022897329651133	0.0063330662986305	0.547898113028868	0.9999969718970356	-0.4536380392344374	2.757810839761329	RRP6;ASK10;VPS71;BRE2;WHI2;SWC3;CHK1;BEM4;SPT8;SRB2
Gene_Interaction_Hubs_BioGRID_2018	NSE5	24/443	0.001366189617227	0.004110998173445	0.9847147290143216	0.9999969718970356	-0.4162144341599975	2.7452379113847245	RRP6;CET1;YLR156C-A;ACT1;CCT2;BRE2;KAP122;MMS4;HSV2;NST1;CCZ1;RPL13A;SRB2;RAT1;OPI3;YLR154C-G;ADF1;VPS3;BEM4;SYF1;SET3;GCS1;VAM10;VPS17
Gene_Interaction_Hubs_BioGRID_2018	AUR1	12/170	0.0027049839849102	0.0072296844687602	0.715478307299066	0.9999969718970356	-0.4608676047514219	2.724953123427051	ARF1;YDL176W;SSN3;AIM44;VPS5;SGT2;COG6;UGA2;VPS55;VAM10;OPI3;HMG1
Gene_Interaction_Hubs_BioGRID_2018	PEX12	15/231	0.0019434324267318	0.0054978498230211	0.8294113934654946	0.9999969718970356	-0.4364515639109815	2.7248978644034425	ACT1;CSE2;FMT1;NST1;NPR2;CCZ1;MDM20;OPI3;NCR1;YJL206C;WHI2;YLR464W;EMC1;BCK2;MFM1
Gene_Interaction_Hubs_BioGRID_2018	PMT4	10/131	0.0034148678749203	0.0085945533262896	0.6141225865184607	0.9999969718970356	-0.4797252540746815	2.7246554571569708	PER1;EHD3;MSB2;ALG8;VPS5;YDL180W;JHD1;SEG1;ERP1;YIL055C
Gene_Interaction_Hubs_BioGRID_2018	SNX4	18/298	0.0016357720199247	0.0047703006223962	0.9132056461156411	0.9999969718970356	-0.4230332594118408	2.714029270741497	ACT1;CYK3;COG6;YPR078C;YHR177W;OCA5;YOR114W;QRI1;YPP1;WHI3;AKR2;ADE16;VPS64;BUD9;BCK2;VAM10;EAP1;VPS17
Gene_Interaction_Hubs_BioGRID_2018	MOB1	17/283	0.0023050798664198	0.0063577915148162	0.911571129860352	0.9999969718970356	-0.4462733853224611	2.71005759008378	ISY1;YLR156C-A;TOF1;ACT1;CYK3;CSE2;KIP3;PEF1;ASK1;NST1;JJJ2;YHL042W;HIF1;QRI1;BIO4;SHU1;BUB2
Gene_Interaction_Hubs_BioGRID_2018	TRM82	6/53	0.003258875436635	0.0083073067488789	0.2757762462577836	0.9999969718970356	-0.4728509960445496	2.7077212246263933	PUS1;BUD9;PET309;GCS1;PUS7;POL5
Gene_Interaction_Hubs_BioGRID_2018	EMC3	9/109	0.0031866868437489	0.0081705168493794	0.523377771750025	0.9999969718970356	-0.4704265452646699	2.704375661294584	CDS1;ASK10;RGR1;YJL045W;SSP1;HLJ1;OPI3;ASR1;QRI1
Gene_Interaction_Hubs_BioGRID_2018	NTE1	7/73	0.0039327234498405	0.0096351724521094	0.3882683782784365	0.9999969718970356	-0.4869827042580094	2.6971162601828254	GIC1;YNL010W;YHL044W;RAT1;YHR177W;YDR249C;OPI3
Gene_Interaction_Hubs_BioGRID_2018	MSO1	10/129	0.0030562450509671	0.0079646990198874	0.5956782676754983	0.9999969718970356	-0.4652344166598968	2.6939716298488934	ACT1;SHE4;AIM44;EMC1;IES1;VPS54;ISC1;PET309;AVL9;LPX1
Gene_Interaction_Hubs_BioGRID_2018	BMT2	12/180	0.0042974340664959	0.0103146167064325	0.7804723516039188	0.9999969718970356	-0.4934281236559905	2.6890535828156072	CSE2;BAT2;SGT2;YPR078C;IDH1;TSR3;IES1;YER152C;RIM101;SGF29;PUS7;FRE8
Gene_Interaction_Hubs_BioGRID_2018	HOS2	21/383	0.002304749043692	0.0063577915148162	0.9750482972566278	0.9999969718970356	-0.4421747876382743	2.68523174706372	RRP6;SPT21;ACT1;YPR022C;SPT8;ITR1;HLJ1;PET309;NUP192;POL5;NUP82;YPP1;RSC9;MUD2;VPS71;SWC3;SUB1;TGS1;BCK2;THI2;GCR2
Gene_Interaction_Hubs_BioGRID_2018	YFH1	8/90	0.0033824985370546	0.0085783621045174	0.4496427062293667	0.9999969718970356	-0.469462927410319	2.670840614807649	FIT1;VPS71;MSB2;SWC3;YJL070C;IDH1;CIT2;YOR114W
Gene_Interaction_Hubs_BioGRID_2018	TRP3	6/55	0.0039296839660651	0.0096351724521094	0.3022318545558808	0.9999969718970356	-0.4793666822453262	2.655306139259372	NST1;YJL045W;RAT1;TAT2;ERG27;LPX1
Gene_Interaction_Hubs_BioGRID_2018	BAP3	11/150	0.0029878020508855	0.0078171300856721	0.6649120927265642	0.9999969718970356	-0.4554806739904153	2.647808116519484	ADF1;ACT1;ORC6;ARE1;YCR100C;RMD9;BUD9;YMR279C;ISC1;YGL140C;HAL1
Gene_Interaction_Hubs_BioGRID_2018	NVJ1	6/56	0.0043010054545592	0.0103146167064325	0.3156339084782681	0.9999969718970356	-0.4837915337712423	2.636134812195533	ACT1;YLR464W;AIM44;RNQ1;NUP192;YIL055C
Gene_Interaction_Hubs_BioGRID_2018	NUP85	14/219	0.0031217993504497	0.0080771979282496	0.8382011715336452	0.9999969718970356	-0.4548482718908023	2.6241769345529584	POM152;UTP7;CCT2;AME1;IDH1;NUP120;SEY1;SMA2;DIG1;RSC9;VPS71;FYV7;EMC1;YEL076C
Gene_Interaction_Hubs_BioGRID_2018	NPR2	10/131	0.0034148678749203	0.0085945533262896	0.6141225865184607	0.9999969718970356	-0.4619694587663097	2.6238093495730954	RRP6;CET1;ACT1;SSN3;ESC8;STP2;ADE16;FPS1;SRB2;QRI1
Gene_Interaction_Hubs_BioGRID_2018	DAL2	8/90	0.0033824985370546	0.0085783621045174	0.4496427062293667	0.9999969718970356	-0.4607425850753256	2.6212293609184347	YLR352W;YPL216W;ASK10;BIO5;RKM5;USA1;FAA4;YLR154C-G
Gene_Interaction_Hubs_BioGRID_2018	AIM39	10/126	0.0025752319765529	0.0069616045689028	0.5672762539567592	0.9999969718970356	-0.4386306034894524	2.6150348012520275	RCK1;ARE1;YCR100C;YCL049C;PCL9;SRB2;NUP120;SEG2;YHR177W;EAP1
Gene_Interaction_Hubs_BioGRID_2018	RPL26B	9/107	0.0028120190730314	0.0074604971262445	0.5022472965934967	0.9999969718970356	-0.4451578202175143	2.6147913851189526	CTF13;PSP2;YDR387C;SYH1;IES1;RIM101;YGR237C;EAP1;YMR210W
Gene_Interaction_Hubs_BioGRID_2018	YDR248C	12/163	0.0019064545997618	0.0054125309774355	0.6634810966638495	0.9999969718970356	-0.4172066438386804	2.6127607759126628	YLR177W;CSE2;WHI2;SWC3;WHI3;YOL057W;FMT1;SDS24;RPL13A;YKR041W;YKR018C;YGR237C
Gene_Interaction_Hubs_BioGRID_2018	ROT2	13/189	0.0023040141824549	0.0063577915148162	0.7519935062925927	0.9999969718970356	-0.4291919438033147	2.606526615641125	ALG8;COG6;PHO91;OPI3;ERP1;ADF1;PER1;VPS3;VPS71;VPS5;VAM10;GCR2;VPS17
Gene_Interaction_Hubs_BioGRID_2018	YBP1	9/106	0.0026382312399422	0.0070931767786558	0.4915828479633513	0.9999969718970356	-0.4380443652546983	2.600952623403131	ACT1;YDL073W;VPS55;YMR027W;VAM10;SEY1;SMA2;FRE8;DIG1
Gene_Interaction_Hubs_BioGRID_2018	YHR078W	8/85	0.0023655016770249	0.0065018532937065	0.3915372566934914	0.9999969718970356	-0.4294336271129551	2.596684292357424	ACT1;VPS71;SHE4;ARF1;AIM44;SWC3;SIL1;ERP1
Gene_Interaction_Hubs_BioGRID_2018	RCK1	6/53	0.003258875436635	0.0083073067488789	0.2757762462577836	0.9999969718970356	-0.4531083364796786	2.5946673899479147	MTC2;RAD24;BEM4;RIM101;AIM39;YDR306C
Gene_Interaction_Hubs_BioGRID_2018	CRS5	11/148	0.0026927225319898	0.0072163509314435	0.6485140219417292	0.9999969718970356	-0.4378885009124041	2.5910749338585823	CUP1-1;ACT1;AIM11;YJL043W;HSV2;YJL045W;YCK1;GCS1;PLB1;JID1;UIP4
Gene_Interaction_Hubs_BioGRID_2018	DAD2	12/173	0.0031215860392442	0.0080771979282496	0.736149287859059	0.9999969718970356	-0.4487335533204549	2.588929671906185	CET1;VPS71;AME1;ASK1;IDH1;YPR022C;YJR061W;VPS55;YDL211C;VAM10;AVL9;VPS17
Gene_Interaction_Hubs_BioGRID_2018	NEO1	25/475	0.0016298947668749	0.004760156239681	0.9912588203621384	0.9999969718970356	-0.402122494527144	2.581320731978859	ISY1;ASK10;SHE4;ARF1;MMS4;HLJ1;DPL1;MTC2;SGT2;BEM4;TGS1;CCW12;BCK2;VPS55;EMC3;VPS17;ACT1;COG6;LAA1;CCZ1;ITR1;HMG1;DIG1;MUD2;LDB17
Gene_Interaction_Hubs_BioGRID_2018	KRR1	19/326	0.0018543044285288	0.0052871654287579	0.9415000138755522	0.9999969718970356	-0.4082326286304054	2.5678835059737857	RRP6;POM152;SKI8;ACT1;UTP7;ASK10;FMT1;ASK1;TSR3;NUP120;POL5;YKR005C;DIG1;YBR238C;YJL206C;VPS71;CHK1;MAG2;MDN1
Gene_Interaction_Hubs_BioGRID_2018	ADA2	14/204	0.0016250885288793	0.0047552517802838	0.7606701885889319	0.9999969718970356	-0.3992033495996504	2.563760951536679	CSE2;ARF1;BRE2;SSN3;KAP122;FMT1;ASK1;PRR2;SPT8;SRB2;YER156C;BEM4;IES1;MFM1
Gene_Interaction_Hubs_BioGRID_2018	GGA2	10/128	0.0028885590422535	0.0076025801317667	0.5863051917823173	0.9999969718970356	-0.4382343114858424	2.5623549247662623	NCR1;AIM44;VPS5;COG6;CCW12;YMR090W;ARN1;GCS1;SGF29;EAP1
Gene_Interaction_Hubs_BioGRID_2018	RNH202	10/126	0.0025752319765529	0.0069616045689028	0.5672762539567592	0.9999969718970356	-0.4278264860420219	2.550622644651275	ORC6;SHU2;PEF1;MMS4;IPT1;NST1;SHU1;MMS1;OPI3;QRI1
Gene_Interaction_Hubs_BioGRID_2018	ECM15	7/73	0.0039327234498405	0.0096351724521094	0.3882683782784365	0.9999969718970356	-0.4574950736613423	2.5338012856238965	YOR012W;AIM11;YML020W;YFL064C;SGF29;PUS7;YNL092W
Gene_Interaction_Hubs_BioGRID_2018	DAP2	7/69	0.0028604872910359	0.0075487194535382	0.338329636208261	0.9999969718970356	-0.4294222561759094	2.5150245046701696	TOF1;KIP3;YML020W;YDL180W;YHR210C;AVL9;SIL1
Gene_Interaction_Hubs_BioGRID_2018	SAM37	18/313	0.0027861617511944	0.0074166840982499	0.9442385675630024	0.9999969718970356	-0.4263397935447886	2.508195523831595	RRP6;CDS1;SPT21;ACT1;TFC6;CSE2;HKR1;SSN3;SRB2;YHR177W;OCA5;OPI3;YBR238C;BEM4;VPS64;YNL034W;ISC1;MTC6
Gene_Interaction_Hubs_BioGRID_2018	ATG13	11/152	0.0033083597205129	0.008411838392515	0.6808705760262014	0.9999969718970356	-0.4370158502852598	2.4959298341420744	SRY1;DAT1;APE1;CIN1;MRS1;PAC11;CCZ1;FPS1;RPL13A;YGR237C;ECM38
Gene_Interaction_Hubs_BioGRID_2018	LAT1	18/307	0.0022638404926514	0.0062701904503374	0.9331853608009226	0.9999969718970356	-0.4040378319618666	2.460870223108451	PET127;BNA2;ARE1;STP2;FMT1;PCL9;UBC8;FCY22;YHR045W;SRB2;JID1;PTC6;SWC3;ORC6;OAF1;MFM1;CIT2;SIP5
Gene_Interaction_Hubs_BioGRID_2018	SEC39	20/370	0.0034027424553541	0.0085945533262896	0.9765853845936164	0.9999969718970356	-0.432547435129855	2.4582421502252374	CET1;CDS1;ACT1;IBD2;TSR3;NDE2;CCZ1;YNL018C;SEY1;SMA2;OPI3;ERP1;NCR1;ADF1;RSC9;VPS71;SDS24;IES1;LDB17;YDL124W
Gene_Interaction_Hubs_BioGRID_2018	FPK1	9/107	0.0028120190730314	0.0074604971262445	0.5022472965934967	0.9999969718970356	-0.4184132832031418	2.45769791891857	TOF1;ACT1;CYK3;VPS71;RMD9;RRD2;VPS54;RIM101;ISC1
Gene_Interaction_Hubs_BioGRID_2018	SGN1	9/108	0.0029947327600083	0.0078197988976798	0.5128477438851183	0.9999969718970356	-0.422867371514148	2.4572401275799125	DPL1;SCM4;ALD4;SSP1;YJR039W;GCS1;HXT3;POL5;AIM39
Gene_Interaction_Hubs_BioGRID_2018	CSF1	29/582	0.0016532213683285	0.0047930135945186	0.9982373631059748	0.9999969718970356	-0.3810889614620585	2.4408860593339945	CDS1;SKI8;SHE4;BRE2;YKL222C;OPI3;NUP82;YPP1;VPS3;VPS71;AIM44;VPS54;ISC1;BUB2;GCR2;VPS17;MTC6;SPT21;ACT1;ALG8;COG6;ASK1;SYH1;PRM7;PER1;RSC9;YML018C;MUD2;IES1
Gene_Interaction_Hubs_BioGRID_2018	THP2	21/378	0.0019697651085604	0.0055683744415074	0.9707502347898604	0.9999969718970356	-0.3916971529149795	2.440210974028994	RRP6;CET1;ISY1;POM152;ASK10;SSN3;MLP2;NST1;YPR022C;RPL13A;NUP120;NUP192;NUP82;YPT31;YER156C;SBP1;PAC11;SET3;TCD1;YDR249C;MDN1
Gene_Interaction_Hubs_BioGRID_2018	CYS3	13/192	0.0026431868116986	0.0070931767786558	0.7702241809349882	0.9999969718970356	-0.4087822272863709	2.4264372666132985	ACT1;ARF1;BRE2;ALG8;GDH2;FPS1;RIM101;HLJ1;OPI3;ERP1;QRI1;BIO4;SIL1
Gene_Interaction_Hubs_BioGRID_2018	NGR1	12/173	0.0031215860392442	0.0080771979282496	0.736149287859059	0.9999969718970356	-0.4191289808363605	2.4181286351639306	ISY1;VPS71;WHI2;AIM44;SWC3;SGF29;PTH2;EAP1;OPI3;LDB17;VPS17;YIL055C
Gene_Interaction_Hubs_BioGRID_2018	SYC1	12/176	0.0035886714205529	0.0089807294250784	0.7558192814498153	0.9999969718970356	-0.428136865803607	2.4103990901755603	ADF1;RRP6;ACT1;VPS71;CSE2;GDH2;PAC11;IES1;PET309;YIL055C;MTC6;QRI1
Gene_Interaction_Hubs_BioGRID_2018	IST2	11/158	0.0044385592516342	0.0106060455567346	0.7259786674934329	0.9999969718970356	-0.4443996307279093	2.407501868619345	NCR1;ACT1;ARF1;RRD2;VPS54;BTN2;YCK1;YPR153W;NRM1;ERG27;MTC6
Gene_Interaction_Hubs_BioGRID_2018	RSA3	8/91	0.0036213606743801	0.0090126811972433	0.4611866578936384	0.9999969718970356	-0.4276662335938971	2.403871461849417	RRP6;SKI8;KAP122;YJR154W;TGS1;YML002W;PET309;BUB2
Gene_Interaction_Hubs_BioGRID_2018	ATG7	9/107	0.0028120190730314	0.0074604971262445	0.5022472965934967	0.9999969718970356	-0.4089998142895552	2.402404590796637	ACT1;YCR023C;YDL180W;HSV2;TGS1;CCZ1;JHD1;AVL9;OPI3
Gene_Interaction_Hubs_BioGRID_2018	PRM6	8/91	0.0036213606743801	0.0090126811972433	0.4611866578936384	0.9999969718970356	-0.42639670945204	2.396735586685522	BAR1;MUD2;MTC2;ARE1;TGS1;SPP381;HLJ1;EAP1
