Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Gene_Interaction_Hubs_BioGRID_2018	RPD3	84/977	0.0	0.0	0.2864603753501629	0.9999969718970356	-1.6788493375061522	77.70709584979564	ARF1;DAT1;OTU2;RRD2;YJR039W;ARN1;YNR062C;SGF29;OPI3;GIC1;VPS71;SWC3;SET3;YNR021W;IRC8;MTC6;SUR7;PET127;CYK3;TDA6;PRM1;ESC8;YJL070C;HOS1;STP2;RTS1;AME1;PHM8;SPT8;PEX30;ITR1;TRM11;RIM101;YHL042W;TAT2;YBR238C;YLR352W;RGR1;WHI2;YOR283W;YDR132C;SUB1;VPS64;YJR124C;TCD1;BDP1;CDS1;YNL143C;BRE2;FMT1;ALD4;PEF1;MMS4;YOX1;GLO4;QRI1;YIL067C;AIM44;SBP1;BCK2;SPP381;OAF1;THI2;VHS3;YGR210C;MET4;GCR2;FUN26;ACT1;CSE2;KIP3;DCW1;SYH1;CCZ1;SRB2;BTN2;RAT1;SEY1;NUP192;PER1;YHL017W;IES1;YCK1;FRE8
Gene_Interaction_Hubs_BioGRID_2018	ARP3	74/779	0.0	0.0	0.0855901285222345	0.9999969718970356	-1.6164325577568883	74.9624949506671	ASK10;UGA2;DAT1;PCL9;ECM21;PRR2;OTU2;JHD1;YNR062C;POL5;GPI1;VPS71;RRT15;CIN1;YOR385W;CCW12;PAC11;SET3;SIL1;POM152;CYK3;NCA2;ICL2;YNL035C;TDA6;COG6;YNL095C;RKM5;PEX30;ITR1;FPS1;IGD1;DIG1;YBR238C;RGR1;AIM11;YHR210C;GCS1;SEG2;YDR249C;CDS1;JIP4;YDR089W;RSM25;YOX1;NST1;GLO4;YPR097W;QRI1;CNN1;EMC1;HCS1;VHS2;YHR097C;YEL076C;ESC1;BUB2;ACT1;PEA2;YAR028W;YMR102C;APE1;ASK1;DCW1;YHR045W;YNL092W;YJL206C;CHK1;YGR130C;YPR174C;MMS1;MAG2;FRE8;RMT2
Gene_Interaction_Hubs_BioGRID_2018	BIR1	85/947	0.0	0.0	0.1655401208867994	0.9999969718970356	-1.5005589630880836	74.52405606649268	MET12;RRP6;ISY1;ARF1;UGA2;YOL036W;YNR062C;LSP1;YGL140C;YKR005C;VPS71;SGT2;CIN1;BUD9;SET3;YPL247C;YNR021W;PMU1;YNL011C;CYK3;YNL035C;HOS1;STP2;YKL075C;RTS1;PHO91;PUS1;SPT8;ITR1;RPL13A;TRM11;RIM101;YBR238C;AIM11;SCS3;GCS1;SKI8;BRE2;YJR154W;PEF1;MMS4;YOX1;YJR061W;YMR027W;SPC2;OCA5;JID1;YIL067C;REC107;MET1;CNN1;VPS5;YPR127W;RAD24;YOL098C;IOC2;BCK2;YML096W;HCS1;OAF1;ISC1;VPS17;KIP3;IBD2;MLP2;DCW1;LAA1;YGL117W;SYH1;YHR045W;YCR051W;YPR153W;NRM1;RAX2;PER1;EHD3;PTC6;IRC15;CHK1;YHR131C;GPB2;MMS1;PCS60;FRE8;BSC2
Gene_Interaction_Hubs_BioGRID_2018	SMD2	64/693	0.0	1.63e-14	0.1505908031088943	0.9999969718970356	-1.7370276234210946	67.13139412154291	RRP6;ISY1;HLR1;UGA2;RRD2;JHD1;YGR017W;SGF29;SNA3;YGL140C;VPS71;SWC3;BEM4;PAC11;SET3;MTC6;FUB1;COG6;YKL075C;RTS1;PHO91;FPS1;PUS7;FDC1;YBR238C;RGR1;MUD2;YDR132C;SYF1;GCS1;SKI8;HKR1;FMT1;YOX1;YJL213W;JJJ2;PTH2;SDS24;YNL010W;TGS1;SBP1;YML096W;VPS55;OYE3;UIP4;ACT1;TFC6;KIP3;MLP2;IPT1;DCW1;SYH1;CCZ1;SRB2;YKR041W;NRM1;YKR018C;NUP192;ERP1;PER1;YJL206C;PTC6;IES1;YCK1
Gene_Interaction_Hubs_BioGRID_2018	ECM4	36/256	8e-16	4.699e-13	0.0017254493457261	0.9999969718970356	-1.762762099619048	61.21460817107823	PSP2;YBR090C;BRE2;YJR154W;GSY2;YOR019W;YGR017W;YDL144C;YLR177W;BEM4;TGS1;BCK2;VHS2;FMP40;IRC8;COS111;YPL216W;ALG8;YJL070C;YOL057W;PHO8;YKL075C;IDH1;PUS7;ERP1;PER1;YOR283W;AIM11;IES1;SEG1;OSW2;SEG2;PCS60;SAE2;YKL091C;YNR014W
Gene_Interaction_Hubs_BioGRID_2018	CDC50	47/426	5e-16	3.362e-13	0.0239156618032556	0.9999969718970356	-1.6866122256601324	59.394634098997706	RRP6;DET1;ASK10;ARF1;PCL9;PEF1;YPR078C;TSR3;YJR039W;HLJ1;OCA5;VPS71;ROY1;AIM44;SWC3;SGT2;YML020W;SDS24;SBP1;OAF1;PNS1;VPS17;SUR7;FUN26;ACT1;ALG8;YJL070C;YKL075C;RTS1;YMR279C;SYH1;PEX30;ITR1;YHR045W;FPS1;RAX2;YPT31;YML018C;MUD2;YDL180W;SHU1;YCK1;GCS1;VAM10;TCD1;AIM39;YSW1
Gene_Interaction_Hubs_BioGRID_2018	SLA2	71/875	2e-16	1.967e-13	0.4988950083339657	0.9999969718970356	-1.6046709571806628	57.66154581510968	PSP2;SHE4;KAP122;HAL5;DAT1;PCL9;YOL036W;OTU2;ERG27;PAM1;YPP1;MTC2;SED1;MTC6;SUR7;CET1;YNL011C;CYK3;ALG8;ICL2;YOL057W;COG6;RTS1;PUS1;PEX30;RGR1;MUD2;SCS3;GCS1;WAR1;RSM25;ROD1;YPR097W;YOR114W;QRI1;DPL1;VPS3;BIO4;AIM44;ORC6;VPS5;IOC2;VPS54;YHR097C;VHS3;CIT2;VPS17;FUN26;ACT1;YMR102C;DCW1;CSI2;CCZ1;SRB2;YPR153W;AUS1;SEY1;NRM1;NUP192;ERP1;YNL092W;PER1;RSC9;MSB2;PTC6;YDL176W;IRC15;IES1;YCK1;VAM10;MAG2
Gene_Interaction_Hubs_BioGRID_2018	RPO21	52/545	5.7e-15	2.0678e-12	0.1284260236182847	0.9999969718970356	-1.7333235904548403	56.84064418815923	RRP6;CTF13;ASK10;SNU71;YBL113C;NRT1;UBC8;FCY22;YGL176C;ADF1;VPS71;SWC3;ADE16;PAC11;SPT21;YPR003C;SSN3;YNL095C;PHO91;YHL042W;MUD2;SUB1;YJL045W;SEG2;BRE2;YJR142W;FMT1;YNL018C;NUP120;PTH2;SPG5;BIO5;ORC6;TGS1;YNL034W;OAF1;GCR2;EAP1;FUN26;ACT1;TFC3;ASK1;IDH1;SRB2;RAT1;YLR156W;PTC6;CHK1;ISF1;NAT4;VAM10;SAE2
Gene_Interaction_Hubs_BioGRID_2018	RPC25	47/439	1.6e-15	8.075e-13	0.0363686456294532	0.9999969718970356	-1.6498884251479893	56.18135454908332	RRP6;PUT4;SKI8;PEF1;YOR093C;NPP1;RRD2;YOR019W;YGL176C;SGF29;ROD1;YOR114W;ERG27;OPI3;ASR1;YLR177W;SWC3;AKR2;YER156C;CIN1;YPL247C;VHS2;IRC8;SIP5;OYE3;VPS17;MTC6;COS111;YPL216W;NQM1;ESC8;YOL057W;RTS3;IPT1;FPS1;TRM11;NRM1;NUP192;WHI2;AIM11;YGR130C;YDR132C;SUB1;SEG1;VAM10;SAE2;AIM39
Gene_Interaction_Hubs_BioGRID_2018	PMR1	65/795	3.6e-15	1.5911e-12	0.4755016185786667	0.9999969718970356	-1.628370087426065	54.15242424270126	GIS4;SHE4;ARF1;KAP122;RRD2;MDM20;HLJ1;OPI3;YPP1;VPS71;BEM4;CCW12;IRC8;SIL1;YPL216W;CYK3;ALG8;NQM1;COG6;RTS1;AME1;FPS1;RIM101;YPT31;RGR1;WHI2;VAB2;SCS3;GCS1;LDB17;YNL143C;BRE2;FMT1;NPR1;MMS4;NST1;YEL043W;SPC2;GLO4;OCA5;ASR1;AIM44;VPS5;NVJ2;YER156C;EMC1;VPS55;VHS3;YLR415C;VPS17;ACT1;YDR222W;ASK1;DCW1;CCZ1;YJR149W;RAT1;YJL016W;ERP1;RAX2;PER1;YDL180W;MMS1;AIM39;NIT2
Gene_Interaction_Hubs_BioGRID_2018	YPT6	66/908	5.552e-13	7.87011e-11	0.8285679249317836	0.9999969718970356	-1.8888709186683743	53.30285808908005	RRP6;ASK10;DAT1;UBC8;RRD2;USA1;MDM20;OPI3;VPS71;SWC3;SGT2;BEM4;AIM20;CIN1;CCW12;SET3;YNR021W;MTC6;SUR7;CYK3;CCT2;SSN3;ESC8;COG6;SPT8;RIM101;PUS7;DIG1;YPT31;MUD2;SUB1;SCS3;VPS64;GCS1;TCD1;BRE2;NPR1;YEL043W;YPR022C;OCA5;JID1;SEN2;DPL1;SFP1;VPS5;AKR2;SBP1;SAN1;VPS54;ESC1;BUB2;GCR2;VPS17;ACT1;IDH1;SYH1;CCZ1;NUP192;ERP1;PER1;PTC6;YDL180W;NAT4;IES1;YCK1;VAM10
Gene_Interaction_Hubs_BioGRID_2018	ANP1	56/644	2.62e-14	6.957e-12	0.3044155107057182	0.9999969718970356	-1.6723433253937992	52.29332475736824	PSP2;SHE4;KAP122;ECM21;YOL036W;SGF29;PAM1;SWC3;SGT2;BEM4;CCW12;YPL247C;SED1;IRC8;SUR7;ALG8;ESC8;COG6;RTS1;YFR018C;FPS1;RPL13A;RIM101;TAT2;GSY2;PEF1;RSM25;NST1;TSR3;IRC18;OCA5;REC107;IRC23;ROY1;TGS1;VPS55;YHR097C;VHS3;VPS17;PEA2;FKS3;IPT1;CSI2;CCZ1;SRB2;YPR153W;YBR259W;PER1;MSB2;PTC6;YDL176W;IES1;YCK1;ZIP1;VAM10;MPC54
Gene_Interaction_Hubs_BioGRID_2018	POP4	34/278	3.392e-13	5.61019e-11	0.0152907687424229	0.9999969718970356	-1.7968789824300306	51.59210893906731	RRP6;BRE2;SPI1;PCL9;PEF1;TSR3;OTU2;YJR039W;SGF29;SNA3;OCA5;VPS71;SGT2;YPR127W;YNL010W;YGL036W;YLR415C;YPL162C;NCA2;ARE1;YJL070C;PHO91;NDE2;TRM11;YPR153W;YKR018C;SRY1;WHI2;YDL180W;YJL045W;PDH1;YJR124C;VAM10;SAE2
Gene_Interaction_Hubs_BioGRID_2018	TPM1	58/658	4.8e-15	1.9126e-12	0.2655883841676509	0.9999969718970356	-1.549376132719328	51.07703846902394	ISY1;ASK10;SHE4;ARF1;HAL5;RRD2;MDM20;POL5;VPS71;YLR464W;SWC3;BEM4;CCW12;PAC11;SET3;SED1;CBP1;YPL162C;SUR7;CYK3;SSN3;COG6;RTS1;RPL13A;MDM31;TAT2;HMG1;YPT31;WHI2;SKI8;BRE2;BAT2;PEF1;NPR2;YEL043W;NUP120;YIL055C;VPS5;YER156C;EMC1;VPS54;BUB2;YLR415C;VPS17;ACT1;KIP3;PEA2;CSI2;YHL044W;RAT1;YLL054C;RSC9;MSB2;PTC6;NAT4;IES1;YCK1;AVL9
Gene_Interaction_Hubs_BioGRID_2018	UBP3	62/795	1.392e-13	2.76347e-11	0.6284914133244907	0.9999969718970356	-1.7154680294624118	50.78211787212387	MET12;ISY1;NPP2;PSP2;ARF1;HAL5;MDM20;YJR039W;HLJ1;SGF29;POL5;OPI3;RCK1;VPS71;SWC3;SGT2;CIN1;CCW12;PAC11;SIL1;SUR7;SSN3;YOL057W;STP2;COG6;FPS1;RIM101;NCR1;MUD2;WHI2;WHI3;YDR132C;SUB1;SCS3;SYF1;YJL045W;SEG1;GCS1;WAR1;BRE2;NPR1;PEF1;NPR2;YPR022C;JID1;ASR1;OAF1;VPS54;GCR2;ACT1;CSE2;RGC1;YHR045W;SRB2;YKR041W;SEY1;NRM1;PTC6;GPB2;IES1;FRE8;ECM38
Gene_Interaction_Hubs_BioGRID_2018	MED1	54/601	2.05e-14	6.271e-12	0.2310330661015552	0.9999969718970356	-1.5977259228103409	50.35455405822466	NPP2;CTF13;GIS4;ASK10;KAP122;SPS19;ADF1;PAM1;VPS71;YLR464W;SWC3;BEM4;YHR112C;BUD9;PAC11;CET1;SPT21;SSN3;SPT8;FPS1;RIM101;YBR238C;THI73;WHI3;YGR237C;TOF1;WAR1;BRE2;NST1;YEL043W;NUP120;OCA5;QRI1;IRC23;YPL277C;AIM44;SDS24;IOC2;SAN1;VHS3;ESC1;GCR2;VPS17;YJL133C-A;ACT1;CSE2;KIP3;YMR114C;SRB2;YMR210W;RSC9;YDL180W;IES1;FRE8
Gene_Interaction_Hubs_BioGRID_2018	RIA1	39/351	1.378e-13	2.76347e-11	0.034597086412783	0.9999969718970356	-1.6775107772033158	49.67502350073895	ISY1;PSP2;SKI8;YPR022C;OTU2;SGF29;YBR056W;LSP1;OCA5;DPL1;VPS5;ADE16;YOL098C;TGS1;SAN1;YML096W;RKM1;VPS17;SPT21;ACT1;TFC6;ICL2;ESC8;YOL057W;RTS1;IDH1;SYH1;SRB2;RAT1;YJL016W;YBR238C;PER1;MUD2;YDR132C;YDL180W;YJL045W;IES1;VAM10;RMT2
Gene_Interaction_Hubs_BioGRID_2018	CSG2	68/935	2.313e-13	4.17453e-11	0.8311990101548046	0.9999969718970356	-1.6819151274156787	48.93474702560152	MET12;RRP6;ISY1;ASK10;SHE4;KAP122;ECM21;FCY22;NPP1;RRD2;YOR019W;SGF29;POL5;OPI3;ADF1;MTC2;SWC3;ADE16;CCW12;MTC6;FUB1;CET1;PET127;ALG8;YOL057W;COG6;RTS3;RPL13A;RIM101;TAT2;HMG1;MUD2;SUB1;SCS3;SHU1;GCS1;YGR237C;WAR1;BRE2;YEL043W;TSR3;SPC2;YPL245W;SMA2;YIL067C;DPL1;TGS1;SBP1;BCK2;VPS55;OYE3;MDN1;VPS17;ACT1;IPT1;NDE2;CCZ1;YPR153W;SEY1;YKR018C;ERP1;PER1;YDL176W;YCK1;MMS1;AVL9;AIM39;NIT2
Gene_Interaction_Hubs_BioGRID_2018	RTG1	44/453	4.229e-13	6.33023e-11	0.1279686070783072	0.9999969718970356	-1.6755404700133305	47.73879825003658	PSP2;SKI8;GIS4;ASK10;HAL5;NPR1;USA1;OCA5;POL5;YIL077C;OPI3;JID1;QRI1;GPI1;IRC22;VPS71;AIM44;ORC6;SGT2;YNL010W;BCK2;ISC1;VHS3;GCR2;COS111;CUP1-2;CET1;ACT1;PHO91;PHM8;IDH1;SRB2;RIM101;YJR149W;RAX2;YBR238C;NCR1;WHI2;YOR283W;IES1;MFM1;SEG2;YGR237C;NIT2
Gene_Interaction_Hubs_BioGRID_2018	VPS4	50/566	3.842e-13	6.101e-11	0.2797221468924284	0.9999969718970356	-1.6599617361313768	47.45395047688915	YOL036W;MRS1;ERG27;POL5;OPI3;ADF1;YPP1;VPS71;PNS1;POM152;CYK3;CCT2;COG6;RTS3;AME1;PHO91;FPS1;RIM101;YPT31;WHI2;WHI3;SUB1;GCS1;CDS1;BAT2;PAU20;YEL043W;PTH2;IRC22;ORC6;AKR2;YNL010W;RMD9;VPS54;CYC3;VHS3;YLR415C;GCR2;EAP1;OYE3;YJL133C-A;ACT1;SPO20;CCZ1;YJR149W;RAT1;YKR041W;YCK1;SAE2;AIM39
Gene_Interaction_Hubs_BioGRID_2018	YOR1	42/422	6.56e-13	8.68019e-11	0.1054009799408409	0.9999969718970356	-1.6867891896578056	47.318593853530245	RRP6;DET1;SKI8;UBC8;YOL036W;NST1;YEL043W;YJR039W;HLJ1;YHR177W;ADF1;YOR012W;YNL010W;YHR112C;EMC1;BCK2;PAC11;SET3;YNL034W;EMC3;OAF1;YNR021W;BUB2;SIP5;EAP1;MTC6;PET127;CYK3;APE1;AME1;IPT1;PHO91;IDH1;CCZ1;RPL13A;AUS1;IRC15;SCS3;YJL045W;GPB2;AVL9;YNR014W
Gene_Interaction_Hubs_BioGRID_2018	TAF5	59/712	4.22e-14	1.0477e-11	0.4371479073769687	0.9999969718970356	-1.5313418328183015	47.15845766253016	CTF13;PSP2;KAP122;RRD2;YGR017W;YMR178W;YIL077C;PLB1;VPS71;MTC2;SWC3;BEM4;YHR112C;FUB1;SPT21;YPL216W;CCT2;NCA2;ALG8;YPR003C;SSN3;SPT8;YHL042W;NCR1;THI73;RGR1;YJL045W;SEG1;SEG2;ALD4;PEF1;YOX1;NST1;YGP1;GLO4;YPR097W;OCA5;SPG5;JID1;QRI1;ORC6;BCK2;VHS2;ISC1;VPS17;ACT1;CSE2;RGC1;IBD2;DCW1;YMR114C;SRB2;YKR041W;YMR210W;PTC6;IRC15;GPB2;IES1;MMS1
Gene_Interaction_Hubs_BioGRID_2018	PRP24	51/563	8.29e-14	1.93554e-11	0.2219096063006362	0.9999969718970356	-1.5624068381895946	47.06141369443272	MET12;RRP6;SPO13;NRT1;YOL036W;YIL077C;RRT15;SGT2;BEM4;YPL247C;CET1;PET127;YPR003C;YJL070C;HOS1;YNL095C;RTS1;PUS1;FPS1;YHL042W;SRY1;MUD2;SYF1;IDS2;BDP1;YGR237C;YOL029C;YKL091C;SKI8;GSY2;FMT1;BIO5;AIM44;YER156C;SAN1;SPP381;HCS1;VHS2;YGL036W;YEL076C;ACT1;TFC6;CSE2;TFC3;CSI2;SYH1;CCZ1;RRI2;YJL206C;CHK1;ECM38
Gene_Interaction_Hubs_BioGRID_2018	GET2	70/965	1.117e-13	2.46508e-11	0.8408244544124872	0.9999969718970356	-1.5728758612375895	46.906472414242536	RRP6;PSP2;SHE4;ARF1;MDM20;ECM9;YIL077C;OPI3;RCK1;VPS71;SWC3;SGT2;BEM4;CCW12;SUR7;CET1;SPT21;PET127;CCT2;ALG8;ESC8;YJL070C;HOS1;COG6;RTS1;SPT8;PEX30;ITR1;RPL13A;HMG1;MUD2;SUB1;VPS64;TCD1;CDS1;TOF1;BRE2;YPR078C;YEL043W;SPC2;YPL245W;QRI1;DPL1;VPS3;VPS5;TGS1;SBP1;EMC1;SPP381;EMC3;VPS54;ISC1;GCR2;ACT1;CSE2;IPT1;IDH1;SRB2;RAT1;AUS1;SEY1;NUP192;ERP1;PER1;RSC9;YJL206C;IES1;MMS1;VAM10;AVL9
Gene_Interaction_Hubs_BioGRID_2018	GLO3	48/490	2.49e-14	6.957e-12	0.1053268099743074	0.9999969718970356	-1.4875933682891047	46.59563916632624	ARF1;BRE2;PEF1;ECM21;NST1;YEL043W;NPP1;YLR326W;YOL107W;HLJ1;SGF29;GLO4;ERG27;OPI3;GPI1;VPS71;SWC3;VPS5;SGT2;AKR2;SDS24;TGS1;SBP1;CCW12;IOC2;GCR2;SIL1;VPS17;ACT1;TFC6;ALG8;ARE1;COG6;RTS1;IPT1;CCZ1;RPL13A;TAT2;NUP192;ERP1;HMG1;PER1;SYF1;YCK1;ZIP1;GCS1;VAM10;LPX1
Gene_Interaction_Hubs_BioGRID_2018	VRP1	56/624	6.8e-15	2.2703e-12	0.2284692622182171	0.9999969718970356	-1.418693107825186	46.26708727126238	PUT4;ISY1;SHE4;KAP122;USA1;POL5;OPI3;GPI1;GIC1;VPS71;MTC2;AIM20;CCW12;YDR387C;MTC6;CBP1;CYK3;NCA2;NQM1;YKL075C;PUS1;ITR1;YML002W;RIM101;PRM7;AIM11;VPS64;GCS1;TCD1;LDB17;SKI8;EMW1;HKR1;BAT2;NST1;NUP120;YHR177W;YPR097W;SMA2;JID1;IRC22;SDS24;RMD9;VPS54;RKM1;ACT1;CSE2;APE1;IPT1;IDH1;YPR153W;NRM1;YJL206C;NAT4;IES1;VAM10
Gene_Interaction_Hubs_BioGRID_2018	SIN4	49/564	1.2409e-12	1.494679e-10	0.3221203673259313	0.9999969718970356	-1.6775188946609627	45.98941573860381	GIS4;ARF1;RRD2;YOR019W;YJR039W;SGF29;YIL077C;YLR177W;YNR021W;CET1;SPT21;CYK3;SSN3;YKL075C;SPT8;RPL13A;PUS7;RGR1;MUD2;WHI2;AIM11;SUB1;SYF1;VPS64;CDS1;BRE2;YPR078C;NST1;GLO4;JID1;AIM44;TGS1;SBP1;IOC2;BCK2;SAN1;ISC1;GCR2;ACT1;CSE2;MLP2;IPT1;DCW1;CCZ1;SRB2;RSC9;IES1;AVL9;ROX3
Gene_Interaction_Hubs_BioGRID_2018	VMA13	41/389	1.884e-13	3.56223e-11	0.0583994268079902	0.9999969718970356	-1.5665233071444975	45.89881122495398	UGA2;RSM25;YOL036W;HSV2;PRR2;HLJ1;SNA3;GLO4;YIL077C;YIL067C;VPS71;MTC2;ROY1;YER156C;SDS24;SBP1;SET3;VPS55;VHS3;YLR415C;MTC6;ACT1;NQM1;COG6;DCW1;NDE2;CCZ1;FPS1;SRB2;TRM11;PRM7;YHL042W;YPR153W;YMR210W;PER1;MSB2;YDL176W;YJL045W;GPB2;VAM10;LPX1
Gene_Interaction_Hubs_BioGRID_2018	CDC37	56/706	1.1768e-12	1.494679e-10	0.5726761751853207	0.9999969718970356	-1.66667636062683	45.78054394071192	CTF13;ASK10;HAL5;YCR023C;SGF29;YLR154C-G;VPS71;SWC3;BEM4;PAC11;FUB1;YPL162C;CET1;YPL216W;CCT2;SSN3;YKL075C;RTS1;AME1;PHO91;IGD1;RIM101;YOR389W;FDC1;DIG1;SUB1;OSW2;SEG2;LDB17;YPR078C;NST1;TSR3;YNL018C;OCA5;HIF1;JID1;NUP82;AIM44;CYC3;YHR097C;YLR415C;YJL133C-A;ACT1;TFC6;CSE2;IBD2;FKS3;IDH1;CCZ1;SRB2;NUP192;RSC9;IRC15;YGR130C;IES1;VAM10
Gene_Interaction_Hubs_BioGRID_2018	POL2	49/567	1.5086e-12	1.761149e-10	0.3353336511824036	0.9999969718970356	-1.668443995729091	45.414700199084685	SHE4;KAP122;RRD2;SGF29;LSP1;PLB1;RCK1;VPS71;SWC3;SET3;SIP5;SPT21;CYK3;RTS1;RPL13A;RIM101;YBR238C;RGR1;GCS1;YGR237C;YOL029C;BRE2;MMS4;NST1;ORC6;VPS5;RAD24;VPS55;VHS3;FMP40;BUB2;VPS17;ACT1;MLP2;FKS3;SPO20;SRB2;BTN2;NUP192;YMR210W;PER1;RSC9;PTC6;ERP6;CHK1;YPR174C;MMS1;VAM10;SAE2
Gene_Interaction_Hubs_BioGRID_2018	GPR1	55/674	6.114e-13	8.36802e-11	0.4868427784756848	0.9999969718970356	-1.6005107171166493	45.01115018890327	ISY1;CTF13;PSP2;LSP1;SNA3;ERG27;POL5;OPI3;TDA10;YLR154C-G;YHR112C;YDR387C;CUP1-2;CET1;NQM1;YJL163C;TRM11;PUS7;FDC1;TAT2;WHI3;YDR249C;CDS1;BNA2;FMT1;ALD4;YOL107W;SPC2;ROD1;OCA5;SMA2;NUP82;SEN2;DPL1;MET1;IRC23;SDS24;YOL098C;TGS1;EMC3;CYC3;VHS3;YGL036W;YGR210C;YLR415C;ACT1;KIP3;YDR222W;ARE1;YMR114C;SSP1;YHL017W;NAT4;MFM1;SAE2
Gene_Interaction_Hubs_BioGRID_2018	VMA21	66/898	3.343e-13	5.61019e-11	0.8025892960998585	0.9999969718970356	-1.5509795605754115	44.55441292858213	PSP2;GIS4;SHE4;ARF1;HAL5;MDM20;POL5;YKR005C;UBP10;VPS71;MTC2;SWC3;BEM4;CCW12;MTC6;CET1;CYK3;ALG8;ZRG8;ESC8;COG6;RTS1;FPS1;RPL13A;RIM101;SRY1;WHI2;WHI3;GCS1;YGR237C;LDB17;YLR156C-A;BRE2;YDR089W;ALD4;NST1;YEL043W;YPR022C;OCA5;VPS3;VPS5;YER156C;YML020W;SBP1;EMC1;IOC2;BCK2;HCS1;VPS55;VHS2;GCR2;VPS17;ACT1;TFC6;KIP3;SPO20;YMR114C;CCZ1;SRB2;YPR153W;PER1;IRC15;NAT4;MMS1;VAM10;ECM38
Gene_Interaction_Hubs_BioGRID_2018	DAL81	48/565	4.7683e-12	4.85274e-10	0.3812054238985635	0.9999969718970356	-1.6571819765706397	43.201101905430605	RRP6;ISY1;GIS4;SHE4;YEL043W;SPS19;YBR056W;LSP1;YOR114W;PAM1;IRC23;ORC6;VPS5;SGT2;YML020W;CIN1;TGS1;SED1;MET4;GCR2;EAP1;MDN1;CET1;ACT1;ALG8;YDR222W;NQM1;ESC8;HOS1;STP2;TFC3;PHO91;FPS1;SRB2;TRM11;MDM31;DIG1;YPT31;SRY1;SCM4;YDL180W;SUB1;YJL045W;GPB2;YCK1;VAM10;MPC54;YDR306C
Gene_Interaction_Hubs_BioGRID_2018	VPS27	56/731	4.744e-12	4.85274e-10	0.6750042559160387	0.9999969718970356	-1.6429443897679872	42.83834600737583	GIS4;NRT1;ECM21;MRS1;OTU2;USA1;MDM20;YGR017W;YJR039W;HLJ1;YIL077C;OPI3;YPP1;CCW12;SET3;CET1;CYK3;YOL057W;RTS3;RTS1;FPS1;RIM101;YPT31;WHI2;SUB1;SCS3;YGR237C;CDS1;BNA2;FMT1;PEF1;HSV2;YEL043W;YBR056W;GLO4;ASR1;ORC6;RMD9;SPP381;VPS55;CYC3;ISC1;GCR2;EAP1;VPS17;YJL133C-A;ACT1;ASK1;CCZ1;RAT1;YKR041W;YKR018C;YMR210W;PER1;YDL180W;AIM39
Gene_Interaction_Hubs_BioGRID_2018	PDC2	38/375	4.9535e-12	4.915204e-10	0.1000811275691234	0.9999969718970356	-1.6364855946979726	42.5992053812552	PUT4;SKI8;KAP122;YBL113C;FMT1;MMS4;NST1;NPR2;YGP1;MRS1;NUP120;REC107;DPL1;VPS71;BIO5;RRT15;AIM44;BEM4;SBP1;YML096W;THI2;VPS17;SPT21;FUN26;ACT1;CCT2;TFC6;CSE2;YNL095C;PHO91;PHM8;YHL042W;YBR238C;MUD2;AIM11;SUB1;YFL064C;YSW1
Gene_Interaction_Hubs_BioGRID_2018	EST1	50/597	2.8322e-12	3.12255e-10	0.4164327821512358	0.9999969718970356	-1.591937688234331	42.32954575569898	MET12;GIS4;ASK10;SHE4;ARF1;KAP122;HAL5;SGF29;OPI3;YNL234W;PAC11;SIL1;CYK3;ZRG8;YJL070C;RTS3;RTS1;SPT8;FPS1;RPL13A;MDM31;RIM101;YPT31;WHI2;WHI3;FMP52;GCS1;YGR237C;TOF1;SKI8;BRE2;HKR1;SPC2;SMA2;AIM44;ORC6;VPS5;GCR2;EAP1;ACT1;CSE2;IDH1;YMR279C;SSP1;CCZ1;ERP1;YDL180W;MMS1;VAM10;AVL9
Gene_Interaction_Hubs_BioGRID_2018	YTA7	44/486	4.6775e-12	4.85274e-10	0.2437972997536333	0.9999969718970356	-1.6205692322497092	42.27780020607885	NPP2;BRE2;KAP122;HAL5;UBC8;YJR039W;HLJ1;OCA5;UBP10;YOR012W;VPS71;MTC2;SWC3;YER156C;IOC2;SET3;EMC3;YNR021W;YLR415C;SIP5;VPS17;SPT21;CCT2;TFC6;CSE2;SSN3;ARE1;YAR028W;PHO91;PRM7;YKR041W;PET309;YLL054C;YMR210W;RSC9;WHI2;IRC15;SUB1;SCS3;NAT4;GPB2;IES1;SEG2;LDB17
Gene_Interaction_Hubs_BioGRID_2018	VMA1	39/399	7.8687e-12	7.385367e-10	0.1370941330675851	0.9999969718970356	-1.6505307032968533	42.200964957174	BAR1;ASK10;SHE4;ARF1;BRE2;UGA2;YOL036W;YKL222C;SNA3;GLO4;YIL166C;OPI3;VPS3;MTC2;AIM44;VPS5;YER156C;BEM4;VPS54;VHS3;MTC6;PET127;ACT1;COG6;YNL095C;IDH1;CCZ1;FPS1;RPL13A;RIM101;YPR153W;SRY1;PER1;WHI2;SHU1;IES1;VAM10;AVL9;YKL091C
