Gene name	Number of transposons per gene	Number of reads per gene
RPN3	21	24
SRB4	18	30
PRO3	10	9
GCD11	10	10
ARB1	23	26
KRE29	8	7
SAH1	30	36
ISD11	3	3
FCY21	26	30
YOS1	3	2
UTP7	16	17
TSC11	46	64
PUP3	11	13
RTT105	12	22
MAM1	6	6
LSM4	2	1
RSP5	23	28
NSA2	9	11
LCP5	18	26
GLC7	6	7
GDI1	19	24
LSM5	1	0
SCC4	38	45
SPT15	12	13
COG3	23	27
BUR6	5	4
PAB1	18	23
CCA1	23	27
RAD3	26	67
BRR2	78	108
SPB4	15	21
SEC4	7	6
SMC1	21	28
CDC4	41	67
GNA1	7	6
SMX2	1	0
FRS2	37	49
EPL1	31	40
CAK1	12	18
MOB2	9	9
TUB2	24	36
YPT1	14	18
ACT1	26	31
SEC53	4	3
NIC96	28	53
YPI1	7	10
RPN11	4	3
SAD1	18	19
ECO1	10	13
CDC14	23	30
PTR3	50	67
SMC2	42	48
RSC8	36	45
KEG1	5	5
PRE4	16	20
RET2	65	212
RPN12	5	4
ERG26	12	12
PMA1	22	30
SCL1	21	22
PUF4	57	74
JAC1	13	14
STT3	69	93
RPL30	7	7
HEM2	8	9
RNA15	9	10
ALG13	1	0
RPT6	5	4
OLE1	16	18
DUO1	12	14
ALG2	14	15
MNP1	6	5
YGL069C	6	5
HSF1	43	83
YGL074C	5	23
MPS2	13	24
NBP35	11	17
NUP145	19	22
SPC105	25	33
SRM1	30	40
USE1	3	2
LSG1	14	16
YGL102C	7	7
RPL28	10	10
NSA1	20	24
TAF6	1	0
SLD3	30	49
CDC20	29	46
PRP43	41	53
NAB2	27	33
RPS2	3	2
CWC23	2	1
CEG1	6	9
SEC27	20	22
GPI10	25	28
TIP20	20	25
INO80	71	89
CDC43	15	19
CUP2	13	14
SUA5	17	18
ROK1	16	18
NUP49	21	21
ATG1	28	42
MCM6	79	106
SPT16	30	40
VRG4	15	19
SEC15	31	43
CSE1	31	40
YGL239C	2	1
GUS1	16	25
BRR6	2	1
SWC4	18	38
TFG2	7	12
SEC9	18	22
SNU71	35	45
THG1	5	5
ERV1	7	8
POP6	2	2
TAM41	5	6
TFC4	27	33
UFD1	15	22
ERG25	25	33
VHT1	29	38
YGR073C	0	0
SMD1	0	0
PRP38	1	0
TOM20	5	5
GCD2	23	29
UTP22	17	19
PRP31	20	28
VAS1	53	63
RRP46	15	19
ESP1	28	34
TEL2	18	27
NOP7	14	16
DAM1	12	16
YGR114C	1	0
YGR115C	3	2
SPT6	55	80
NUP57	24	26
COG2	4	4
UTP8	9	10
CBF2	33	45
ENP2	22	56
NAT2	15	31
PTI1	8	7
MTR3	13	13
YIP1	6	7
ERG1	20	22
OKP1	22	39
TYS1	17	20
TFG1	22	22
YGR190C	1	0
HIP1	20	27
SKI6	9	11
YPP1	12	12
ZPR1	23	27
GPI1	15	20
CRM1	22	33
LSC2	37	65
SDA1	38	50
BRF1	27	35
NOP19	14	19
PUP2	11	12
MES1	39	50
YGR265W	22	33
FOL2	12	12
TAF1	31	44
CAB4	6	5
CWC22	15	19
PXR1	6	7
PAU12	4	4
RPS20	0	0
ARN2	25	42
TIM10	8	8
ERG11	18	21
SPO13	6	7
DED81	30	35
YHR020W	24	33
MYO1	52	73
MAS2	12	15
BRL1	17	23
BCD1	32	39
NCP1	56	289
CPR2	23	34
MED6	13	28
RPP1	10	10
RRP3	19	23
DYS1	34	55
RRP4	12	15
TRM5	23	28
ERG7	29	38
NOP10	1	0
QNS1	29	33
KSP1	42	93
SAM35	24	30
STE12	41	74
IPI1	5	4
NAM8	23	35
RPF1	2	1
SFB3	26	37
BIG1	5	4
CDC12	9	8
ORC6	29	37
YHR122W	14	16
RPC10	0	0
IMP3	18	24
DNA2	29	35
CDC23	29	40
NMD3	17	20
SPC97	26	57
KOG1	70	96
GPI16	35	45
ERG9	23	26
UTP9	28	29
RIX1	19	21
CFD1	15	23
BET1	5	4
FAF1	20	20
RPB3	21	25
TIM44	17	18
IRR1	42	59
ULP2	49	104
MET30	37	58
NEO1	25	26
MMF1	1	0
SNP1	6	6
ARC15	6	5
YRB2	32	185
SEC6	23	34
RPN2	64	123
THS1	26	32
CAB2	4	3
UTP25	36	47
SHQ1	25	28
MOB1	3	2
SEC24	46	60
NUP159	64	99
RHO3	17	26
STH1	35	44
TAO3	101	129
CCT2	32	47
SSL2	43	88
NDC80	27	36
SLN1	47	172
MCM10	31	49
DJP1	17	89
PAN1	81	454
PRI1	11	13
DSN1	20	27
STS1	10	11
SQT1	26	31
RPR2	3	3
SEC11	3	2
PRE3	8	8
OST1	12	13
CYR1	107	240
CCT8	22	30
YJL009W	7	7
NOP9	18	36
RPC17	4	3
CCT3	14	16
YJL015C	15	66
MPS3	37	86
RRN7	21	25
RNR2	38	56
BET4	1	0
YJL032W	0	0
HCA4	23	26
KAR2	15	18
TAD2	6	5
NUP192	57	77
NSP1	8	9
MTR4	63	90
TIM54	28	42
NUP82	9	9
UTP18	27	32
PSF2	13	16
SMC3	29	34
NET1	58	77
ARP4	10	11
EXO70	25	28
YJL086C	8	15
TRL1	18	21
DPB11	21	24
GWT1	12	14
PHS1	8	8
PAM16	5	5
IME2	31	42
UTP10	59	77
CCT7	12	14
ASF1	15	16
MTC1	13	15
GCD14	29	42
TIM17	10	15
SSY5	27	30
FAR1	53	98
TPK1	24	31
ERG20	13	16
RFA3	1	0
KRE9	6	6
CDC6	10	10
YJL195C	2	2
YJL202C	5	4
PRP21	10	16
MPP10	21	23
MRX12	41	164
POL31	6	6
SUI2	6	6
YJR012C	14	23
GPI14	15	16
ILV3	12	17
ESS1	11	14
LSM8	3	2
YJR023C	3	2
URB2	32	37
NUP85	22	24
SSC1	1	0
TAH11	13	19
CDC8	6	5
CCT5	32	38
ARP3	26	32
YAE1	7	8
RFC2	18	24
NPA3	24	39
CDC11	25	33
FIP1	9	10
SFC1	15	37
NNF1	11	16
RPS5	0	0
YJR141W	2	1
AUR1	20	26
SFT1	8	17
PRP40	24	35
ARC19	1	0
URB1	52	68
SWD2	11	11
RAM2	28	37
MAK11	8	10
CDC16	33	62
URA6	9	10
TFA1	35	260
TTI1	45	56
UGP1	27	34
YKL036C	10	19
SPC42	9	10
PRI2	18	29
CSE4	13	15
ASK1	23	29
TOA2	1	0
MPE1	22	32
FBA1	9	14
DHR2	23	27
RRP14	12	12
YKL083W	0	0
CAB3	15	24
MIF2	9	9
YJU2	14	16
UTP11	8	8
HSL1	39	45
GFA1	14	17
SLD2	21	22
YKL111C	6	5
ABF1	29	31
SRP21	0	0
RRN3	23	26
HSK3	7	7
SDH3	1	0
RPC25	9	8
RPT1	11	15
GPM1	10	11
YKL153W	7	7
SRP102	10	9
MCD4	44	70
TPK3	23	83
EBP2	6	6
SNU114	19	20
RPL17A	2	1
FAS1	66	83
MTR2	6	8
HYM1	13	13
ACP1	5	5
SDS22	14	16
MIA40	6	5
YKT6	11	10
TOR2	113	155
LOS1	34	51
UBA1	34	40
PAP1	17	24
ECM9	12	19
RSC4	19	21
NTR2	4	5
RPC37	16	15
SPC34	13	12
KAE1	20	26
RPS21A	3	2
TFA2	1	0
LAS1	23	30
BET3	8	9
DRE2	11	11
TRZ1	27	39
RPF2	15	18
DAD2	3	2
PRP16	50	59
SFI1	23	39
ORC3	21	32
DRS1	22	37
SOF1	24	32
DPS1	31	45
GPI13	29	33
RIX7	18	24
GRC3	12	13
PRP19	6	7
YLL037W	2	1
COF1	6	5
NOC3	14	15
SSL1	24	45
NSE1	30	35
PAM18	5	4
RLP24	4	3
TEN1	0	0
GAT3	2	2
SDO1	16	25
SED5	10	13
RPL15A	11	13
RSC58	3	2
STU2	28	44
FCF2	13	17
REX2	29	231
FRS1	29	36
SPC3	11	12
RGR1	53	299
RPL10	6	5
YLR076C	3	2
BOS1	12	12
SMC4	49	71
GAA1	41	49
HRT3	13	33
MIM2	3	2
ERG27	11	10
YLR101C	5	7
CDC45	11	11
SEN2	18	27
MDN1	132	172
CFT2	20	27
MSL5	23	32
CLF1	36	47
APC2	21	27
DIP2	19	26
USB1	4	4
YLR140W	7	10
RRN5	14	15
RMP1	4	4
SMD3	3	2
ACS2	32	39
MAS1	20	25
SEC10	16	19
RPS31	3	2
CBF5	18	25
EMG1	20	20
NMT1	1	0
PWP1	39	45
NOP56	7	6
YLR198C	1	0
SEC13	24	29
TUB4	19	21
CDC123	9	10
CCC1	15	20
UTP13	36	45
IFH1	41	56
CDC42	8	7
YLR230W	4	4
GPN3	6	5
YEF3	35	39
HSP60	13	14
YCS4	44	65
MCM5	22	25
SMD2	1	0
DBP9	1	0
YSH1	24	28
GCD7	14	16
YHC1	7	6
STT4	75	96
CDC25	60	97
CDC3	25	31
TAD3	14	16
YLR317W	9	9
SFH1	17	19
CWC24	17	17
RPS25B	3	2
SGD1	35	48
YLR339C	0	0
RPP0	0	0
RPL26A	3	2
KAP95	27	38
ILV5	17	21
ADE13	12	14
STP3	11	28
SEC61	29	38
YLR379W	3	2
AFG2	29	35
SFP1	40	58
UTP21	45	58
SPP382	23	24
SEN1	60	78
LSM3	0	0
SEC39	15	19
NBP1	18	33
YLR458W	5	4
GAB1	2	1
SPT5	35	42
TAF11	6	7
NSE5	25	32
YML6	13	18
NDC1	33	48
RRN11	18	32
PRP39	10	9
RSE1	87	135
TEM1	4	3
ORC1	28	38
ITT1	11	11
POB3	6	7
BET5	4	3
TUB1	9	9
RPM2	35	47
PRE8	2	1
UTP14	50	82
TAF13	0	0
SEC65	8	9
TAF8	21	55
PGA3	23	25
ERG13	30	37
RSC9	23	32
MSC1	19	24
ERO1	31	43
CDC5	14	18
TAF4	7	11
SEC59	11	15
TAP42	18	21
HOF1	31	32
ARP9	4	3
MCM1	8	9
NUP116	19	39
ERB1	18	19
SEN15	3	4
RNA14	15	16
MOT3	4	6
TVP18	5	5
PDS5	24	27
SEC14	6	6
UTP15	16	20
CTF13	13	13
MED11	3	2
FOL3	25	28
SPC24	5	6
ECM16	41	50
RRB1	28	35
ERG29	9	9
PSO2	24	53
TIF34	20	20
SWP1	20	26
MSS11	16	16
CEP3	21	24
SPT21	37	60
RTP1	36	46
VTI1	10	11
CIK1	29	38
ROT1	17	21
TOM40	7	7
ERG12	28	33
DML1	7	7
CEF1	26	37
TRS130	27	85
ERG8	19	21
TAF7	17	17
RRP5	56	75
RNA1	18	18
TAF9	5	5
RNT1	21	25
CUS1	32	45
TIF11	0	0
PRP24	6	5
RRN9	14	17
FCP1	18	24
GPI12	3	2
HSH155	33	40
HAS1	14	15
YMR290W-A	3	2
LCB1	37	45
LIP1	5	5
ATM1	26	31
PSE1	22	28
NIP1	26	40
PRE5	10	11
RLP7	1	0
LST8	2	1
SIS1	15	29
ARK1	54	87
KSH1	9	11
SAM50	11	11
GPI15	7	9
BDP1	25	36
NOP2	30	39
GCD10	18	29
IMP4	8	7
TOP2	26	28
POL1	83	105
MET4	19	21
NOP15	4	3
DBP2	34	39
RPC19	4	4
YNL114C	5	6
DCP2	16	20
NAF1	14	22
SPC98	23	26
TOM22	0	0
KRE33	21	24
NAM9	22	26
YSF3	9	10
PGA2	3	2
YNL150W	3	2
RPC31	13	14
INN1	15	17
PGA1	4	3
CBK1	24	34
RPL42A	13	22
RIA1	37	51
APC1	98	130
RPS3	0	0
YNL181W	14	15
IPI3	11	15
KAR1	9	8
SRP1	7	6
RIO2	9	8
RAP1	46	59
POP1	55	77
SSU72	5	5
CSL4	13	16
NAR1	24	34
SUI1	10	13
CWC25	5	4
YNL247W	51	63
NRD1	27	27
FOL1	24	30
DSL1	24	36
LTO1	2	1
ORC5	5	4
POL2	129	169
YIF1	27	128
PIK1	34	38
SEC2	24	72
POP3	22	70
SEC21	26	30
RFC3	17	24
MRPS18	2	1
KRI1	9	10
ZIM17	12	11
RFA2	2	1
EMW1	42	57
PFS2	15	17
RPC34	13	13
PRP2	51	71
ACC1	96	149
TIM23	24	26
SEC12	25	38
ARC35	16	18
DBP6	12	15
MVD1	6	5
TRM112	15	16
NOG2	20	26
ESF2	13	15
RPB11	2	1
RCL1	14	14
DIS3	53	72
TSR4	6	5
MIM1	4	4
SMC5	47	70
PRE6	11	13
RPS15	17	21
RIB2	37	76
NUF2	14	18
BRX1	20	26
AVO1	46	62
RFC4	11	11
WRS1	25	32
TPT1	9	8
RPL18A	17	21
HRP1	11	11
RPL25	1	0
ALR1	39	59
HRT1	25	1732
YOL134C	11	15
MED7	16	49
CDC33	0	0
NOP8	13	16
PSF3	5	4
DCP1	1	0
UTP23	10	23
HSP10	0	0
DBP5	25	40
RAT1	23	28
NOB1	27	49
SGT1	15	20
SLD7	16	21
RPL3	10	12
CDC21	21	30
UFE1	10	12
RTS2	6	5
RKI1	13	12
NUP1	20	20
YOR102W	5	4
OST2	4	3
VAM3	9	11
TFC7	9	14
RPO31	45	59
RPT5	14	21
RIO1	21	23
PFY1	5	5
THI80	17	20
YOR146W	2	1
SPP2	3	2
SMP3	26	37
RPB2	52	74
PDR5	61	95
PUP1	19	20
SME1	11	13
MTR10	30	42
GLN4	33	36
YOR169C	5	4
MED4	22	418
HEM15	22	26
LAS17	14	57
TOA1	6	5
YOR203W	3	2
DED1	22	24
NOC2	19	27
RET1	26	28
RPB10	4	3
RFC1	35	68
YOR218C	1	0
RPB8	8	7
WTM2	16	102
MGE1	16	16
KIN4	51	73
DFR1	15	25
ESA1	21	25
APC5	11	10
CLP1	9	10
SEC63	20	24
TRE2	22	23
CDC31	2	1
RPT4	19	23
GCD1	26	32
RPN8	7	7
GPN2	11	10
FSF1	22	25
YTM1	10	12
HEM4	10	10
PLP2	14	14
YOR282W	6	7
RRP36	3	2
RRS1	4	7
NOP58	14	16
HSH49	0	0
MYO2	57	79
SCD5	34	42
ALA1	53	72
KRE5	47	62
RPA43	12	11
RPA190	34	40
SOG2	34	44
PRT1	46	76
PRE10	8	8
MRS6	22	23
NDD1	14	17
NUD1	31	37
TFC8	9	19
RET3	3	2
TAF3	30	50
RRP12	36	45
SWI1	36	46
ULP1	15	14
ERG10	17	19
NOP4	32	42
TIM50	24	36
GCR1	11	13
GPI2	8	10
MOT1	67	81
SEN54	16	25
SEC16	65	182
NOG1	37	50
SEC62	16	16
IDI1	15	22
TFB2	26	55
SPC29	9	8
NAN1	19	22
TBF1	6	5
RPL5	7	7
GIP3	49	67
YPL142C	2	1
RPL33A	8	7
NOP53	6	5
PRP46	25	30
RAD53	31	103
CDC60	43	58
MEX67	18	23
SPT14	26	31
NAB3	27	31
TPK2	22	28
HRR25	26	33
TYW1	25	40
IPL1	7	7
SRP72	16	17
NIP7	12	14
BMS1	53	78
SAR1	8	7
CET1	9	10
FAS2	71	86
NSL1	21	22
RVB2	27	38
SUI3	5	4
YPL238C	1	0
IQG1	44	51
SRP68	5	4
YPL251W	1	0
YAH1	4	3
BBP1	22	30
DIM1	25	25
RPA135	44	54
TIF6	1	0
MCM4	46	64
CCL1	10	38
HTS1	22	30
ARP7	28	34
GLN1	23	29
TIP41	30	31
TIF5	21	26
TAH18	19	25
SEC8	58	328
TFB4	17	21
DIB1	9	10
ASA1	9	8
SUA7	19	26
SRP54	24	46
RDS3	2	1
PRE2	18	18
FHL1	31	67
COG4	16	20
YTH1	23	24
RPN7	13	12
RPC40	19	23
DBF20	13	17
MRD1	36	52
PIS1	16	23
CLB5	26	88
CTR1	32	42
YLH47	28	64
SPN1	14	13
YPR136C	4	4
RRP9	16	20
YPR142C	5	11
RRP15	2	1
NOC4	29	41
SGV1	27	35
ORC4	19	20
RHO1	2	1
NUT2	6	6
JIP5	31	40
DPB2	31	43
BET2	14	15
YPR177C	14	15
PRP4	53	72
AOS1	4	5
SEC23	37	50
SMX3	0	0
DPM1	17	25
PZF1	9	8
RPO26	9	9
RPC82	24	33
