Gene name	Number of transposons per gene	Number of reads per gene
RRN9	14	238
FCP1	31	112
GPI12	9	41
HSH155	41	386
HAS1	14	84
YMR290W-A	5	4
LCB1	44	400
LIP1	1	0
ATM1	37	333
PSE1	32	249
NIP1	39	264
PRE5	15	73
RLP7	4	11
LST8	6	17
SIS1	18	105
ARK1	67	657
KSH1	14	171
SAM50	13	52
GPI15	9	39
BDP1	23	119
NOP2	49	442
GCD10	21	235
IMP4	15	56
TOP2	49	277
POL1	128	1339
MET4	17	72
NOP15	11	19
DBP2	44	270
RPC19	3	2
YNL114C	3	2
DCP2	35	291
NAF1	19	286
SPC98	47	429
TOM22	0	0
KRE33	40	432
NAM9	39	483
YSF3	9	15
PGA2	3	3
YNL150W	2	2
RPC31	18	90
INN1	16	177
PGA1	6	6
CBK1	26	220
RPL42A	11	78
RIA1	59	593
APC1	115	1339
RPS3	0	0
YNL181W	21	84
IPI3	23	80
KAR1	11	44
SRP1	8	27
RIO2	15	28
RAP1	73	820
POP1	74	691
SSU72	7	16
CSL4	9	51
NAR1	35	260
SUI1	13	134
CWC25	4	14
YNL247W	63	577
NRD1	27	187
FOL1	54	474
DSL1	47	525
LTO1	4	3
ORC5	7	11
POL2	170	1413
YIF1	18	71
PIK1	35	278
SEC2	27	142
POP3	27	166
SEC21	41	268
RFC3	32	248
MRPS18	9	28
KRI1	10	15
ZIM17	17	129
RFA2	3	3
EMW1	41	377
PFS2	30	190
RPC34	34	261
PRP2	60	557
ACC1	157	1249
TIM23	21	205
SEC12	41	453
ARC35	17	53
DBP6	12	38
MVD1	14	69
TRM112	17	53
NOG2	20	83
ESF2	28	123
RPB11	1	0
RCL1	23	298
DIS3	51	421
TSR4	10	17
MIM1	4	3
SMC5	66	410
PRE6	18	68
RPS15	18	233
RIB2	50	568
NUF2	25	128
BRX1	19	99
AVO1	101	1213
RFC4	24	233
WRS1	32	264
TPT1	12	58
RPL18A	19	104
HRP1	23	173
RPL25	1	0
ALR1	47	554
HRT1	20	362
YOL134C	31	460
MED7	13	152
CDC33	0	0
NOP8	13	64
PSF3	7	50
DCP1	5	4
UTP23	17	117
HSP10	2	1
DBP5	35	289
RAT1	23	177
NOB1	74	286
SGT1	22	55
SLD7	18	133
RPL3	9	109
CDC21	25	365
UFE1	23	162
RTS2	7	15
RKI1	19	50
NUP1	21	96
YOR102W	2	1
OST2	2	1
VAM3	8	53
TFC7	13	31
RPO31	67	556
RPT5	31	183
RIO1	22	139
PFY1	7	16
THI80	26	151
YOR146W	2	1
SPP2	5	10
SMP3	34	274
RPB2	72	584
PDR5	87	925
PUP1	25	216
SME1	9	89
MTR10	27	114
GLN4	39	203
YOR169C	8	22
MED4	36	574
HEM15	33	392
LAS17	12	31
TOA1	6	7
YOR203W	8	23
DED1	22	150
NOC2	43	401
RET1	56	302
RPB10	7	10
RFC1	43	300
YOR218C	2	2
RPB8	8	54
WTM2	34	262
MGE1	14	44
KIN4	75	638
DFR1	23	244
ESA1	23	215
APC5	9	39
CLP1	14	98
